cycle,use_jester,stability,adaptive_score,rigidity,dissent,queen_pressure,jester_active,jester_pressure,jester_fatigue,jester_cooldown
171,False,0.980893,0.832883,0.458001,0.154999,0.093868,False,0.0,0,0
172,False,0.984889,0.83234,0.458001,0.154999,0.093968,False,0.0,0,0
173,False,0.986515,0.832111,0.458001,0.154999,0.094068,False,0.0,0,0
174,False,0.981866,0.832754,0.458001,0.154999,0.094168,False,0.0,0,0
175,False,0.98292,0.832612,0.458001,0.154999,0.094268,False,0.0,0,0
176,False,0.974589,0.833674,0.458001,0.154999,0.094368,False,0.0,0,0
177,False,0.9795,0.833065,0.458001,0.154999,0.094468,False,0.0,0,0
178,False,0.986727,0.83208,0.458001,0.154999,0.094568,False,0.0,0,0
179,False,0.991394,0.831389,0.458001,0.154999,0.094668,False,0.0,0,0
180,False,0.992095,0.831281,0.458001,0.154999,0.094768,False,0.0,0,0
181,False,0.988263,0.831857,0.458001,0.154999,0.094868,False,0.0,0,0
182,False,0.993884,0.831002,0.458001,0.154999,0.094968,False,0.0,0,0
183,False,0.988121,0.831878,0.458001,0.154999,0.095068,False,0.0,0,0
184,False,0.982911,0.832613,0.458001,0.154999,0.095168,False,0.0,0,0
185,False,0.978933,0.833138,0.458001,0.154999,0.095267,False,0.0,0,0
186,False,0.979278,0.833093,0.458001,0.154999,0.095367,False,0.0,0,0
187,False,0.978926,0.833138,0.458,0.155,0.095467,False,0.0,0,0
188,False,0.978671,0.833171,0.458,0.155,0.095567,False,0.0,0,0
189,False,0.980809,0.832894,0.458,0.155,0.095667,False,0.0,0,0
190,False,0.978991,0.83313,0.458,0.155,0.095767,False,0.0,0,0
191,False,0.977886,0.83327,0.458,0.155,0.095867,False,0.0,0,0
192,False,0.981103,0.832855,0.458,0.155,0.095967,False,0.0,0,0
193,False,0.981924,0.832746,0.458,0.155,0.096067,False,0.0,0,0
194,False,0.984231,0.832432,0.458,0.155,0.096167,False,0.0,0,0
195,False,0.970661,0.834127,0.458,0.155,0.096267,False,0.0,0,0
196,False,0.981069,0.83286,0.458,0.155,0.096367,False,0.0,0,0
197,False,0.980551,0.832928,0.458,0.155,0.096467,False,0.0,0,0
198,False,0.978444,0.8332,0.458,0.155,0.096567,False,0.0,0,0
199,False,0.976971,0.833385,0.458,0.155,0.096667,False,0.0,0,0
200,False,0.984188,0.832438,0.458,0.155,0.096767,False,0.0,0,0
201,False,0.98593,0.832194,0.458,0.155,0.096864,False,0.0,0,0
202,False,0.988583,0.831811,0.458,0.155,0.096958,False,0.0,0,0
203,False,0.985024,0.832322,0.458,0.155,0.09705,False,0.0,0,0
204,False,0.981849,0.832756,0.458,0.155,0.097138,False,0.0,0,0
205,False,0.982613,0.832654,0.458,0.155,0.097224,False,0.0,0,0
206,False,0.977333,0.83334,0.458,0.155,0.097307,False,0.0,0,0
207,False,0.972243,0.833948,0.458,0.155,0.097388,False,0.0,0,0
208,False,0.966073,0.834617,0.458,0.155,0.097466,False,0.0,0,0
209,False,0.960719,0.835135,0.458,0.155,0.097542,False,0.0,0,0
210,False,0.962231,0.834994,0.458,0.155,0.097616,False,0.0,0,0
211,False,0.960231,0.835179,0.458,0.155,0.097688,False,0.0,0,0
212,False,0.959111,0.835279,0.458,0.155,0.097757,False,0.0,0,0
213,False,0.961861,0.835029,0.458,0.155,0.097824,False,0.0,0,0
214,False,0.966666,0.834556,0.458,0.155,0.09789,False,0.0,0,0
215,False,0.963384,0.834884,0.458,0.155,0.097953,False,0.0,0,0
216,False,0.966087,0.834615,0.458,0.155,0.098014,False,0.0,0,0
217,False,0.966824,0.834539,0.458,0.155,0.098074,False,0.0,0,0
218,False,0.962169,0.835,0.458,0.155,0.098132,False,0.0,0,0
219,False,0.96048,0.835157,0.458,0.155,0.098188,False,0.0,0,0
220,False,0.966706,0.834552,0.458,0.155,0.098242,False,0.0,0,0
