run,confidence_decay,avg_structural_stability,avg_vitality,avg_viability,close_2_of_3,suspicious_closures,continue_recursion,max_recursion_depth,avg_lazy_certainty,avg_confidence_decay
v07b_decay_extreme,True,0.819,0.779,0.733,164,7,109,8,0.064,0.137
