run,shadow_regents,avg_stability,min_stability,final_stability,avg_rigidity,avg_dissent,avg_abs_drift,light_pool,shadow_pool,polarity_gap,emergence,shadow_emergence
twin_regents_stress,False,0.8919,0.8672,0.9121,0.4112,0.2038,0.0098,0.4903,0.0,0.0204,0.914,0.0
