cycle,delta,anomaly,alert
169,0.00035,0.004209,False
170,0.003938,0.007336,False
171,0.000385,0.001013,False
172,0.00324,0.00756,False
173,0.00528,0.01047,False
174,0.002468,0.007892,False
175,0.003117,0.005376,False
176,0.000215,0.001002,False
177,2e-06,0.001127,False
178,0.00113,0.001667,False
179,0.001385,0.003606,False
180,0.000613,0.005746,False
181,0.003471,0.007101,False
182,0.005436,0.009556,False
183,0.001337,0.002417,False
184,8.8e-05,0.001324,False
185,0.001062,0.001592,False
186,0.000115,0.002764,False
187,0.000183,0.004145,False
188,0.002531,0.006324,False
189,0.002611,0.004801,False
190,0.001471,0.002283,False
191,0.000586,0.002275,False
192,0.002349,0.005851,False
193,0.001042,0.003064,False
194,0.00024,0.002423,False
195,0.001744,0.003073,False
196,0.002215,0.007424,False
197,0.001224,0.003095,False
198,0.00146,0.002872,False
199,0.000249,0.003072,False
200,0.001456,0.004837,False
201,0.000268,0.00096,False
202,0.00197,0.00366,False
203,0.001415,0.002925,False
204,0.00031,0.002877,False
205,0.003226,0.006031,False
206,0.00227,0.005748,False
207,0.0039,0.007987,False
208,1.9e-05,0.002173,False
209,0.004383,0.008792,False
210,0.001967,0.00518,False
211,0.000704,0.002513,False
212,0.000545,0.001714,False
213,0.007378,0.013418,False
214,0.000838,0.002096,False
215,0.00066,0.005228,False
216,0.00048,0.001154,False
217,0.001482,0.002402,False
218,0.001165,0.006003,False
219,0.000513,0.001472,False
220,0.006548,0.012643,False
