cycle,event,bodies,active_bodies,light,shadow,mercury,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
128,drift,40,18,0.597172,0.496231,0.572787,3,0.100941,1,0.865585,1,0.444958,1,0,0.234251,0.930925,0,1,1,0.6725,128,0,0,128,128,128,0,0,3,0,0,False,False
129,drift,40,18,0.597897,0.507641,0.581217,3,0.090256,1,0.865783,1,0.445001,1,0,0.237511,0.931375,0,1,1,0.6725,129,0,0,129,129,129,0,0,3,0,0,False,False
130,drift,40,18,0.607164,0.503168,0.548229,3,0.103995,1,0.865978,1,0.445225,1,0,0.24051,0.931793,0,1,1,0.6725,130,0,0,130,130,130,0,0,3,0,0,False,False
131,drift,40,18,0.610888,0.495751,0.550744,2,0.115137,1,0.866172,1,0.445589,1,0,0.23527,0.932205,0,1,1,0.6725,131,0,0,131,131,131,0,0,3,0,0,False,False
132,drift,40,18,0.602398,0.512427,0.487597,3,0.114801,1,0.866364,1,0.445941,1,0,0.238448,0.932618,0,1,1,0.6725,132,0,0,132,132,132,0,0,3,0,0,False,False
133,drift,40,18,0.615643,0.529179,0.507926,3,0.107717,1,0.866554,1,0.446199,1,0,0.241372,0.93303,0,1,1,0.6725,133,0,0,133,133,133,0,0,3,0,0,False,False
134,drift,40,18,0.622829,0.486536,0.500367,1,0.136293,1,0.866742,1,0.446813,1,0,0.236062,0.933443,0,1,1,0.6725,134,0,0,134,134,134,0,0,3,0,0,False,False
135,drift,40,18,0.600687,0.508605,0.576396,3,0.092082,1,0.866929,1,0.446855,1,0,0.239177,0.933832,0,1,1,0.6725,135,0,0,135,135,135,0,0,3,0,0,False,False
136,drift,40,18,0.610072,0.503127,0.534482,3,0.106945,1,0.867114,1,0.447092,1,0,0.242043,0.934207,0,1,1,0.6725,136,0,0,136,136,136,0,0,3,0,0,False,False
137,drift,40,18,0.599663,0.529401,0.637559,3,0.108158,1,0.867298,1,0.447343,1,0,0.24468,0.934582,0,1,1,0.6725,137,0,0,137,137,137,0,0,3,0,0,False,False
138,drift,40,18,0.628221,0.509162,0.553174,2,0.119059,1,0.86748,1,0.44773,1,0,0.239105,0.934931,0,1,1,0.6725,138,0,0,138,138,138,0,0,3,0,0,False,False
139,drift,40,18,0.609373,0.502142,0.453255,2,0.156119,1,0.86766,1,0.448572,1,0,0.233977,0.93525,0,1,1,0.6725,139,0,0,139,139,139,0,0,3,0,0,False,False
140,drift,40,18,0.599468,0.5236,0.571766,3,0.075868,1,0.86784,1,0.448381,1,0,0.237259,0.935547,0,1,1,0.6725,140,0,0,140,140,140,0,0,3,0,0,False,False
141,drift,40,18,0.608488,0.517571,0.479588,2,0.1289,1,0.868017,1,0.448873,1,0,0.232278,0.935787,0,1,1,0.6725,141,0,0,141,141,141,0,0,3,0,0,False,False
142,drift,40,18,0.602471,0.521793,0.567669,3,0.080678,1,0.868194,1,0.448749,1,0,0.235696,0.936012,0,1,1,0.6725,142,0,0,142,142,142,0,0,3,0,0,False,False
143,drift,40,18,0.590451,0.506572,0.492671,3,0.09778,1,0.868369,1,0.448857,1,0,0.23884,0.936237,0,1,1,0.6725,143,0,0,143,143,143,0,0,3,0,0,False,False
144,drift,40,18,0.613416,0.514183,0.509382,3,0.104034,1,0.868543,1,0.449049,1,0,0.241733,0.936462,0,1,1,0.6725,144,0,0,144,144,144,0,0,3,0,0,False,False
145,drift,40,18,0.642585,0.504759,0.58144,2,0.137826,1,0.868716,1,0.449665,1,0,0.236394,0.936654,0,1,1,0.6725,145,0,0,145,145,145,0,0,3,0,0,False,False
146,drift,40,18,0.606088,0.498725,0.516806,3,0.107363,1,0.868887,1,0.449881,1,0,0.239483,0.936841,0,1,1,0.6725,146,0,0,146,146,146,0,0,3,0,0,False,False
147,drift,40,18,0.600434,0.518379,0.619211,3,0.100832,1,0.869058,1,0.450016,1,0,0.242324,0.937029,0,1,1,0.6725,147,0,0,147,147,147,0,0,3,0,0,False,False
148,drift,40,18,0.595352,0.506794,0.547317,3,0.088558,1,0.869227,1,0.450002,1,0,0.244938,0.937216,0,1,1,0.6725,148,0,0,148,148,148,0,0,3,0,0,False,False
149,drift,40,18,0.601113,0.503919,0.541982,3,0.097194,1,0.869395,1,0.450108,1,0,0.247343,0.937404,0,1,1,0.6725,149,0,0,149,149,149,0,0,3,0,0,False,False
150,drift,40,18,0.592782,0.501682,0.540655,3,0.0911,1,0.869562,1,0.450144,1,0,0.249556,0.93757,0,1,1,0.6725,150,0,0,150,150,150,0,0,3,0,0,False,False
151,drift,40,18,0.610431,0.525148,0.540443,3,0.085283,1,0.869728,1,0.450117,1,0,0.251591,0.93772,0,1,1,0.6725,151,0,0,151,151,151,0,0,3,0,0,False,False
152,drift,40,18,0.589344,0.496809,0.553438,3,0.092535,1,0.869894,1,0.450194,1,0,0.253464,0.93787,0,1,1,0.6725,152,0,0,152,152,152,0,0,3,0,0,False,False
153,drift,40,18,0.591519,0.505928,0.524954,3,0.085592,1,0.870058,1,0.450191,1,0,0.255187,0.938018,0,1,1,0.6725,153,0,0,153,153,153,0,0,3,0,0,False,False
154,drift,40,18,0.591492,0.49333,0.590929,3,0.098162,1,0.870221,1,0.450357,1,0,0.256772,0.93813,0,1,1,0.6725,154,0,0,154,154,154,0,0,3,0,0,False,False
155,drift,40,18,0.601314,0.499524,0.519041,3,0.10179,1,0.870383,1,0.450572,1,0,0.25823,0.938243,0,1,1,0.6725,155,0,0,155,155,155,0,0,3,0,0,False,False
156,drift,40,18,0.614196,0.496591,0.559538,2,0.117604,1,0.870545,1,0.450985,1,0,0.251572,0.938355,0,1,1,0.6725,156,0,0,156,156,156,0,0,3,0,0,False,False
157,drift,40,18,0.583405,0.483495,0.53764,3,0.09991,1,0.870706,1,0.451167,1,0,0.253446,0.938468,0,1,1,0.6725,157,0,0,157,157,157,0,0,3,0,0,False,False
158,drift,40,18,0.60815,0.508785,0.489043,2,0.119107,1,0.870865,1,0.451592,1,0,0.24717,0.93858,0,1,1,0.6725,158,0,0,158,158,158,0,0,3,0,0,False,False
159,drift,40,18,0.615673,0.492501,0.55956,2,0.123172,1,0.871024,1,0.452058,1,0,0.241397,0.938674,0,1,1,0.6725,159,0,0,159,159,159,0,0,3,0,0,False,False
160,unknown,40,40,0.607853,0.478713,0.553009,2,0.129139,1,0.871345,1,0.452586,1,0,0.236085,0.939146,0,1,1,0.6725,160,0,0,160,160,160,0,0,4,0,0,False,False
161,drift,40,18,0.592008,0.501954,0.605898,3,0.103944,1,0.871497,1,0.452785,1,0,0.239198,0.939221,0,1,1,0.6725,161,0,0,161,161,161,0,0,4,0,0,False,False
162,drift,40,18,0.566009,0.498311,0.506708,3,0.067698,1,0.871649,1,0.452532,1,0,0.242062,0.939296,0,1,1,0.6725,162,0,0,162,162,162,0,0,4,0,0,False,False
163,drift,40,18,0.586792,0.500191,0.5939,3,0.09371,1,0.871801,1,0.452628,1,0,0.244697,0.939371,0,1,1,0.6725,163,0,0,163,163,163,0,0,4,0,0,False,False
164,drift,40,18,0.61362,0.512735,0.481432,2,0.132189,1,0.871952,1,0.453212,1,0,0.239122,0.939446,0,1,1,0.6725,164,0,0,164,164,164,0,0,4,0,0,False,False
165,drift,40,18,0.599543,0.519703,0.458672,2,0.140871,1,0.872102,1,0.453886,1,0,0.233992,0.939521,0,1,1,0.6725,165,0,0,165,165,165,0,0,4,0,0,False,False
166,drift,40,18,0.617962,0.515021,0.617121,3,0.102942,1,0.872252,1,0.454065,1,0,0.237272,0.939596,0,1,1,0.6725,166,0,0,166,166,166,0,0,4,0,0,False,False
167,drift,40,18,0.585072,0.487727,0.636957,2,0.14923,1,0.872402,1,0.454824,1,0,0.232291,0.939671,0,1,1,0.6725,167,0,0,167,167,167,0,0,4,0,0,False,False
168,drift,40,18,0.605492,0.522219,0.574403,3,0.083273,1,0.872551,1,0.454732,1,0,0.235707,0.939746,0,1,1,0.6725,168,0,0,168,168,168,0,0,4,0,0,False,False
169,drift,40,18,0.598393,0.507448,0.609221,3,0.101773,1,0.872699,1,0.454888,1,0,0.238851,0.939821,0,1,1,0.6725,169,0,0,169,169,169,0,0,4,0,0,False,False
170,drift,40,18,0.608857,0.509037,0.527317,3,0.09982,1,0.872847,1,0.455022,1,0,0.241743,0.939886,0,1,1,0.6725,170,0,0,170,170,170,0,0,4,0,0,False,False
171,drift,40,18,0.59756,0.498245,0.533186,3,0.099314,1,0.872995,1,0.455156,1,0,0.244403,0.939924,0,1,1,0.6725,171,0,0,171,171,171,0,0,4,0,0,False,False
172,drift,40,18,0.632427,0.511273,0.671593,1,0.160319,1,0.873142,1,0.456056,1,0,0.238851,0.939961,0,1,1,0.6725,172,0,0,172,172,172,0,0,4,0,0,False,False
173,drift,40,18,0.607256,0.537764,0.505787,3,0.101468,1,0.873289,1,0.456187,1,0,0.241743,0.939999,0,1,1,0.6725,173,0,0,173,173,173,0,0,4,0,0,False,False
174,drift,40,18,0.584887,0.501521,0.603221,3,0.1017,1,0.873435,1,0.456326,1,0,0.244404,0.94,0,1,1,0.6725,174,0,0,174,174,174,0,0,4,0,0,False,False
175,drift,40,18,0.580462,0.479601,0.579744,3,0.100861,1,0.873581,1,0.456459,1,0,0.246851,0.94,0,1,1,0.6725,175,0,0,175,175,175,0,0,4,0,0,False,False
176,drift,40,18,0.608873,0.508677,0.477331,2,0.131542,1,0.873727,1,0.456981,1,0,0.241103,0.94,0,1,1,0.6725,176,0,0,176,176,176,0,0,4,0,0,False,False
177,drift,40,18,0.589157,0.482948,0.543236,3,0.106208,1,0.873872,1,0.457171,1,0,0.243815,0.94,0,1,1,0.6725,177,0,0,177,177,177,0,0,4,0,0,False,False
178,drift,40,18,0.606322,0.508623,0.489504,2,0.116818,1,0.874017,1,0.457495,1,0,0.23831,0.94,0,1,1,0.6725,178,0,0,178,178,178,0,0,4,0,0,False,False
179,drift,40,18,0.607805,0.463153,0.580808,1,0.144652,1,0.874161,1,0.458163,1,0,0.233245,0.94,0,1,1,0.6725,179,0,0,179,179,179,0,0,4,0,0,False,False
180,drift,40,18,0.634181,0.504904,0.588077,2,0.129277,1,0.874305,1,0.458616,1,0,0.228585,0.94,0,1,1,0.6725,180,0,0,180,180,180,0,0,4,0,0,False,False
181,drift,40,18,0.620234,0.515118,0.572424,3,0.105116,1,0.874449,1,0.458757,1,0,0.232299,0.94,0,1,1,0.6725,181,0,0,181,181,181,0,0,4,0,0,False,False
182,drift,40,18,0.597275,0.506459,0.511739,3,0.090816,1,0.874593,1,0.458723,1,0,0.235715,0.94,0,1,1,0.6725,182,0,0,182,182,182,0,0,4,0,0,False,False
183,drift,40,18,0.606301,0.510467,0.553301,3,0.095834,1,0.874736,1,0.458764,1,0,0.238857,0.94,0,1,1,0.6725,183,0,0,183,183,183,0,0,4,0,0,False,False
184,drift,40,18,0.620663,0.489019,0.52154,2,0.131644,1,0.874879,1,0.459263,1,0,0.233749,0.94,0,1,1,0.6725,184,0,0,184,184,184,0,0,4,0,0,False,False
185,drift,40,18,0.609165,0.539069,0.540242,3,0.070096,1,0.875021,1,0.458979,1,0,0.237049,0.94,0,1,1,0.6725,185,0,0,185,185,185,0,0,4,0,0,False,False
186,drift,40,18,0.613915,0.500119,0.489357,2,0.124558,1,0.875164,1,0.459401,1,0,0.232085,0.94,0,1,1,0.6725,186,0,0,186,186,186,0,0,4,0,0,False,False
187,drift,40,18,0.599338,0.515045,0.539626,3,0.084293,1,0.875306,1,0.459311,1,0,0.235518,0.94,0,1,1,0.6725,187,0,0,187,187,187,0,0,4,0,0,False,False
188,drift,40,18,0.596721,0.517397,0.615474,3,0.098078,1,0.875448,1,0.459408,1,0,0.238677,0.94,0,1,1,0.6725,188,0,0,188,188,188,0,0,4,0,0,False,False
189,drift,40,18,0.602364,0.521959,0.573635,3,0.080405,1,0.875589,1,0.459292,1,0,0.241583,0.94,0,1,1,0.6725,189,0,0,189,189,189,0,0,4,0,0,False,False
190,drift,40,18,0.612218,0.509815,0.586217,3,0.102403,1,0.875731,1,0.459467,1,0,0.244256,0.94,0,1,1,0.6725,190,0,0,190,190,190,0,0,4,0,0,False,False
191,drift,40,18,0.587581,0.511626,0.593512,3,0.081886,1,0.875872,1,0.459389,1,0,0.246716,0.94,0,1,1,0.6725,191,0,0,191,191,191,0,0,4,0,0,False,False
192,drift,40,18,0.619584,0.474328,0.476827,1,0.145256,1,0.876012,1,0.460118,1,0,0.240978,0.94,0,1,1,0.6725,192,0,0,192,192,192,0,0,4,0,0,False,False
193,drift,40,18,0.609692,0.50002,0.565084,3,0.109672,1,0.876153,1,0.460377,1,0,0.2437,0.94,0,1,1,0.6725,193,0,0,193,193,193,0,0,4,0,0,False,False
194,drift,40,18,0.610417,0.500925,0.584177,3,0.109492,1,0.876294,1,0.460633,1,0,0.246204,0.94,0,1,1,0.6725,194,0,0,194,194,194,0,0,4,0,0,False,False
195,drift,40,18,0.620825,0.500363,0.540994,2,0.120463,1,0.876434,1,0.461024,1,0,0.240508,0.94,0,1,1,0.6725,195,0,0,195,195,195,0,0,4,0,0,False,False
196,drift,40,18,0.612881,0.514121,0.636723,2,0.122602,1,0.876574,1,0.461434,1,0,0.235267,0.94,0,1,1,0.6725,196,0,0,196,196,196,0,0,4,0,0,False,False
197,drift,40,18,0.594307,0.483171,0.543132,3,0.111135,1,0.876713,1,0.461691,1,0,0.238446,0.94,0,1,1,0.6725,197,0,0,197,197,197,0,0,4,0,0,False,False
198,drift,40,18,0.605922,0.50474,0.557727,3,0.101182,1,0.876853,1,0.461823,1,0,0.24137,0.94,0,1,1,0.6725,198,0,0,198,198,198,0,0,4,0,0,False,False
199,drift,40,18,0.58993,0.513768,0.556569,3,0.076162,1,0.876992,1,0.461647,1,0,0.24406,0.94,0,1,1,0.6725,199,0,0,199,199,199,0,0,4,0,0,False,False
200,drift,40,18,0.621214,0.509981,0.555407,3,0.111233,1,0.877132,1,0.461929,1,0,0.246536,0.94,0,1,1,0.6725,200,0,0,200,200,200,0,0,4,0,0,False,False
201,drift,40,18,0.616701,0.5341,0.495712,2,0.12099,1,0.877271,1,0.462331,1,0,0.240813,0.94,0,1,1,0.6725,201,0,0,201,201,201,0,0,4,0,0,False,False
202,drift,40,18,0.590865,0.498177,0.549854,3,0.092688,1,0.87741,1,0.46237,1,0,0.243548,0.94,0,1,1,0.6725,202,0,0,202,202,202,0,0,4,0,0,False,False
203,drift,40,18,0.612752,0.499762,0.572518,3,0.11299,1,0.877548,1,0.462672,1,0,0.246064,0.94,0,1,1,0.6725,203,0,0,203,203,203,0,0,4,0,0,False,False
204,drift,40,18,0.590476,0.493134,0.595785,3,0.102651,1,0.877687,1,0.462842,1,0,0.248379,0.94,0,0.98755,1,0.5975,204,0,0,204,204,204,0,0,4,0,0,False,False
205,drift,40,18,0.600266,0.515939,0.505525,3,0.094741,1,0.877825,1,0.462915,1,0,0.250509,0.94,0,0.976594,1,0.5975,205,0,0,205,205,205,0,0,4,0,0,False,False
206,drift,40,18,0.591758,0.525292,0.576521,3,0.066466,1,0.877964,1,0.462643,1,0,0.252468,0.94,0,0.966953,1,0.5975,206,0,0,206,206,206,0,0,4,0,0,False,False
207,drift,40,18,0.629035,0.494172,0.540198,2,0.134864,1,0.878102,1,0.463251,1,0,0.24627,0.94,0,0.958468,1,0.5975,207,0,0,207,207,207,0,0,4,0,0,False,False
208,drift,40,18,0.605143,0.520388,0.50669,3,0.098453,1,0.87824,1,0.463385,1,0,0.248569,0.94,0,0.951002,1,0.5975,208,0,0,208,208,208,0,0,4,0,0,False,False
209,drift,40,18,0.579936,0.500331,0.605296,3,0.104966,1,0.878377,1,0.463605,1,0,0.250683,0.94,0,0.944432,1,0.5975,209,0,0,209,209,209,0,0,4,0,0,False,False
210,drift,40,18,0.596344,0.504013,0.555724,3,0.092331,1,0.878515,1,0.463667,1,0,0.252629,0.94,0,0.93865,1,0.5975,210,0,0,210,210,210,0,0,4,0,0,False,False
211,drift,40,18,0.605881,0.510009,0.565592,3,0.095872,1,0.878653,1,0.463783,1,0,0.254418,0.94,0,0.933562,1,0.5975,211,0,0,211,211,211,0,0,4,0,0,False,False
212,drift,40,18,0.60407,0.511845,0.588867,3,0.092225,1,0.87879,1,0.463858,1,0,0.256065,0.94,0,0.929085,1,0.5975,212,0,0,212,212,212,0,0,4,0,0,False,False
213,unknown,40,40,0.596873,0.480232,0.501757,2,0.116641,1,0.879089,1,0.464246,1,0,0.24958,0.94,0,0.925144,1,0.5975,213,0,0,213,213,213,0,0,5,0,0,False,False
214,drift,40,18,0.616895,0.494544,0.528198,2,0.122351,1,0.879222,1,0.464697,1,0,0.243613,0.94,0,0.921677,1,0.5975,214,0,0,214,214,214,0,0,5,0,0,False,False
215,drift,40,18,0.601509,0.497484,0.579593,3,0.104025,1,0.879354,1,0.464908,1,0,0.246124,0.94,0,0.918626,1,0.5975,215,0,0,215,215,215,0,0,5,0,0,False,False
216,drift,40,18,0.612309,0.493835,0.627539,1,0.133704,1,0.879486,1,0.465491,1,0,0.240434,0.94,0,0.915941,1,0.5975,216,0,0,216,216,216,0,0,5,0,0,False,False
217,drift,40,18,0.615638,0.499158,0.561391,2,0.116481,1,0.879619,1,0.465841,1,0,0.2352,0.94,0,0.913578,1,0.5975,217,0,0,217,217,217,0,0,5,0,0,False,False
218,drift,40,18,0.579836,0.509492,0.539004,3,0.070344,1,0.879751,1,0.465608,1,0,0.238384,0.94,0,0.911499,1,0.5975,218,0,0,218,218,218,0,0,5,0,0,False,False
219,drift,40,18,0.619593,0.481341,0.520196,2,0.138253,1,0.879884,1,0.466248,1,0,0.233313,0.94,0,0.909669,1,0.5975,219,0,0,219,219,219,0,0,5,0,0,False,False
220,drift,40,18,0.585875,0.523819,0.584589,3,0.062056,1,0.880016,1,0.465914,1,0,0.236648,0.94,0,0.908058,1,0.5975,220,0,0,220,220,220,0,0,5,0,0,False,False
221,drift,40,18,0.606394,0.481466,0.576428,2,0.124928,1,0.880149,1,0.466394,1,0,0.231716,0.94,0,0.906641,1,0.5975,221,0,0,221,221,221,0,0,5,0,0,False,False
222,drift,40,18,0.580028,0.500503,0.593336,3,0.092833,1,0.880281,1,0.46646,1,0,0.235179,0.94,0,0.905394,1,0.5975,222,0,0,222,222,222,0,0,5,0,0,False,False
223,drift,40,18,0.578829,0.525536,0.532053,3,0.053293,1,0.880414,1,0.466041,1,0,0.238364,0.94,0,0.904297,1,0.5975,223,0,0,223,223,223,0,0,5,0,0,False,False
224,drift,40,18,0.608618,0.526283,0.536114,3,0.082335,1,0.880546,1,0.466016,1,0,0.241295,0.94,0,0.903331,1,0.5975,224,0,0,224,224,224,0,0,5,0,0,False,False
225,drift,40,18,0.601614,0.501293,0.50766,3,0.100321,1,0.880679,1,0.46623,1,0,0.243992,0.94,0,0.902482,1,0.5975,225,0,0,225,225,225,0,0,5,0,0,False,False
226,drift,40,18,0.622736,0.507104,0.562239,2,0.115632,1,0.880812,1,0.466635,1,0,0.238472,0.94,0,0.901734,1,0.5975,226,0,0,226,226,226,0,0,5,0,0,False,False
227,drift,40,18,0.622597,0.514786,0.575805,3,0.107811,1,0.880944,1,0.466934,1,0,0.241395,0.94,0,0.901076,1,0.5975,227,0,0,227,227,227,0,0,5,0,0,False,False
228,drift,40,18,0.596552,0.486028,0.569328,3,0.110523,1,0.881077,1,0.467263,1,0,0.244083,0.94,0,0.900497,1,0.5975,228,0,0,228,228,228,0,0,5,0,0,False,False
229,drift,40,18,0.601552,0.48957,0.592108,3,0.111982,1,0.88121,1,0.467605,1,0,0.246556,0.94,0,0.899987,1,0.5975,229,0,0,229,229,229,0,0,5,0,0,False,False
230,drift,40,18,0.621697,0.522602,0.666054,2,0.143452,1,0.881342,1,0.468335,1,0,0.240832,0.94,0,0.899539,1,0.5975,230,0,0,230,230,230,0,0,5,0,0,False,False
231,drift,40,18,0.598037,0.52442,0.477882,2,0.120155,1,0.881475,1,0.468749,1,0,0.235565,0.94,0,0.899144,1,0.5975,231,0,0,231,231,231,0,0,5,0,0,False,False
232,drift,40,18,0.603791,0.478488,0.422543,1,0.181248,1,0.881608,1,0.469917,1,0,0.23072,0.94,0,0.898797,0.994717,0.5975,232,0,0,232,232,232,0,0,5,0,0,False,False
233,drift,40,18,0.598377,0.500565,0.556534,3,0.097812,1,0.881741,1,0.469995,1,0,0.234262,0.94,0,0.898491,1,0.5975,233,0,0,233,233,233,0,0,5,0,0,False,False
234,drift,40,18,0.578972,0.460214,0.538245,2,0.118758,1,0.881873,1,0.470343,1,0,0.229521,0.94,0,0.898222,1,0.5975,234,0,0,234,234,234,0,0,5,0,0,False,False
235,drift,40,18,0.591221,0.511384,0.601077,3,0.089694,1,0.882006,1,0.470321,1,0,0.23316,0.94,0,0.897986,1,0.5975,235,0,0,235,235,235,0,0,5,0,0,False,False
236,drift,40,18,0.60711,0.497488,0.485236,2,0.121874,1,0.882139,1,0.470714,1,0,0.228507,0.94,0,0.897777,1,0.5975,236,0,0,236,236,236,0,0,5,0,0,False,False
237,drift,40,18,0.628022,0.507486,0.441997,1,0.186026,1,0.882272,1,0.471901,1,0,0.224226,0.94,0,0.897594,0.993904,0.5975,237,0,0,237,237,237,0,0,5,0,0,False,False
238,drift,40,18,0.577042,0.508459,0.569855,3,0.068583,1,0.882405,1,0.471572,1,0,0.228288,0.94,0,0.897433,1,0.5975,238,0,0,238,238,238,0,0,5,0,0,False,False
239,drift,40,18,0.598118,0.481048,0.532475,2,0.11707,1,0.882538,1,0.471877,1,0,0.224025,0.94,0,0.897291,1,0.5975,239,0,0,239,239,239,0,0,5,0,0,False,False
240,drift,40,18,0.605099,0.523721,0.526741,3,0.081378,1,0.88267,1,0.471731,1,0,0.228103,0.94,0,0.897166,1,0.5975,240,0,0,240,240,240,0,0,5,0,0,False,False
241,drift,40,18,0.614281,0.491662,0.530185,2,0.122618,1,0.882803,1,0.47212,1,0,0.223855,0.94,0,0.897056,1,0.5975,241,0,0,241,241,241,0,0,5,0,0,False,False
242,drift,40,18,0.581505,0.49385,0.469559,3,0.111946,1,0.882936,1,0.472368,1,0,0.227947,0.94,0,0.896959,1,0.5975,242,0,0,242,242,242,0,0,5,0,0,False,False
243,drift,40,18,0.621602,0.496314,0.484555,1,0.137047,1,0.883069,1,0.472928,1,0,0.223711,0.94,0,0.896874,1,0.5975,243,0,0,243,243,243,0,0,5,0,0,False,False
244,drift,40,18,0.58142,0.516245,0.58751,3,0.071265,1,0.883202,1,0.47265,1,0,0.227814,0.94,0,0.896799,1,0.5975,244,0,0,244,244,244,0,0,5,0,0,False,False
245,drift,40,18,0.603587,0.521659,0.601805,3,0.081928,1,0.883335,1,0.47253,1,0,0.231589,0.94,0,0.896733,1,0.5975,245,0,0,245,245,245,0,0,5,0,0,False,False
246,drift,40,18,0.601184,0.495184,0.603154,3,0.10797,1,0.883468,1,0.472753,1,0,0.235062,0.94,0,0.896675,1,0.5975,246,0,0,246,246,246,0,0,5,0,0,False,False
247,drift,40,18,0.594345,0.527157,0.461136,2,0.133208,1,0.883601,1,0.473292,1,0,0.230257,0.94,0,0.896624,1,0.5975,247,0,0,247,247,247,0,0,5,0,0,False,False
248,drift,40,18,0.600077,0.506579,0.615209,3,0.10863,1,0.883734,1,0.473508,1,0,0.233836,0.94,0,0.896579,1,0.5975,248,0,0,248,248,248,0,0,5,0,0,False,False
249,drift,40,18,0.603597,0.543441,0.568218,3,0.060156,1,0.883867,1,0.473119,1,0,0.237129,0.94,0,0.89654,1,0.5975,249,0,0,249,249,249,0,0,5,0,0,False,False
250,drift,40,18,0.599959,0.519088,0.552592,3,0.08087,1,0.884,1,0.47302,1,0,0.240159,0.94,0,0.896505,1,0.5975,250,0,0,250,250,250,0,0,5,0,0,False,False
251,drift,40,18,0.619101,0.494561,0.549395,2,0.12454,1,0.884133,1,0.473483,1,0,0.234946,0.94,0,0.896474,1,0.5975,251,0,0,251,251,251,0,0,5,0,0,False,False
252,drift,40,18,0.622208,0.501042,0.571092,2,0.121166,1,0.884266,1,0.473892,1,0,0.230151,0.94,0,0.896448,1,0.5975,252,0,0,252,252,252,0,0,5,0,0,False,False
253,drift,40,18,0.571463,0.496848,0.610032,3,0.113183,1,0.884399,1,0.474192,1,0,0.233739,0.94,0,0.896424,1,0.5975,253,0,0,253,253,253,0,0,5,0,0,False,False
254,drift,40,18,0.606685,0.502261,0.394203,2,0.212483,1,0.884532,1,0.47573,1,0,0.229039,0.94,0,0.896403,0.98984,0.5975,254,0,0,254,254,254,0,0,5,0,0,False,False
255,drift,40,18,0.597563,0.525389,0.50984,3,0.087722,1,0.884665,1,0.475643,1,0,0.232716,0.94,0,0.896385,0.999408,0.5975,255,0,0,255,255,255,0,0,5,0,0,False,False
256,drift,40,18,0.611324,0.524874,0.522849,3,0.088475,1,0.884798,1,0.475581,1,0,0.236099,0.94,0,0.896368,1,0.5975,256,0,0,256,256,256,0,0,5,0,0,False,False
257,drift,40,18,0.595592,0.501386,0.434135,2,0.161458,1,0.884931,1,0.476446,1,0,0.231211,0.94,0,0.896354,0.99749,0.5975,257,0,0,257,257,257,0,0,5,0,0,False,False
258,drift,40,18,0.580413,0.49172,0.615873,2,0.124153,1,0.885064,1,0.476812,1,0,0.226714,0.94,0,0.896342,1,0.5975,258,0,0,258,258,258,0,0,5,0,0,False,False
259,drift,40,18,0.599393,0.495668,0.4373,2,0.162093,1,0.885197,1,0.477647,1,0,0.222577,0.94,0,0.896331,0.997393,0.5975,259,0,0,259,259,259,0,0,5,0,0,False,False
260,drift,40,18,0.583471,0.49153,0.54774,3,0.091942,1,0.88533,1,0.477573,1,0,0.226771,0.94,0,0.896321,1,0.5975,260,0,0,260,260,260,0,0,5,0,0,False,False
261,drift,40,18,0.599735,0.503564,0.65122,2,0.147657,1,0.885463,1,0.478212,1,0,0.222629,0.94,0,0.896313,0.999556,0.5975,261,0,0,261,261,261,0,0,5,0,0,False,False
262,drift,40,18,0.583442,0.459174,0.600163,1,0.140989,1,0.885596,1,0.478747,1,0,0.218819,0.94,0,0.896305,1,0.5975,262,0,0,262,262,262,0,0,5,0,0,False,False
263,drift,40,18,0.609939,0.516299,0.587541,3,0.09364,1,0.88573,1,0.478674,1,0,0.223313,0.94,0,0.896298,1,0.5975,263,0,0,263,263,263,0,0,5,0,0,False,False
264,drift,40,18,0.588742,0.486671,0.559248,3,0.102071,1,0.885863,1,0.478722,1,0,0.227448,0.94,0,0.896293,1,0.5975,264,0,0,264,264,264,0,0,5,0,0,False,False
265,drift,40,18,0.638829,0.503869,0.487105,1,0.151725,1,0.885996,1,0.479399,1,0,0.223252,0.94,0,0.896287,0.998944,0.5975,265,0,0,265,265,265,0,0,5,0,0,False,False
266,unknown,40,40,0.610473,0.481938,0.541064,2,0.128535,1,0.886291,1,0.479765,1,0,0.219392,0.94,0,0.896283,1,0.5975,266,0,0,266,266,266,0,0,6,0,0,False,False
267,drift,40,18,0.589857,0.506991,0.581262,3,0.082866,1,0.886419,1,0.479552,1,0,0.223841,0.94,0,0.896279,1,0.5975,267,0,0,267,267,267,0,0,6,0,0,False,False
268,drift,40,18,0.626018,0.513742,0.536699,3,0.112275,1,0.886548,1,0.47973,1,0,0.227934,0.94,0,0.896276,1,0.5975,268,0,0,268,268,268,0,0,6,0,0,False,False
269,drift,40,18,0.587371,0.507669,0.533115,3,0.079702,1,0.886676,1,0.479502,1,0,0.231699,0.94,0,0.896272,1,0.5975,269,0,0,269,269,269,0,0,6,0,0,False,False
