cycle,event,bodies,active_bodies,light,shadow,mercury,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
174,normal,40,14,0.596408,0.498906,0.580209,3,0.097502,1,0.855918,1,0.426172,1,0,0.246891,0.929373,0,1,1,0.6725,174,0,0,174,174,174,0,0,0,0,0,False,False
175,normal,40,14,0.591291,0.500487,0.458176,2,0.133115,1,0.855936,1,0.426527,1,0,0.241139,0.929823,0,1,1,0.6725,175,0,0,175,175,175,0,0,0,0,0,False,False
176,normal,40,14,0.587477,0.482016,0.609135,2,0.127119,1,0.855953,1,0.42679,1,0,0.235848,0.930273,0,1,1,0.6725,176,0,0,176,176,176,0,0,0,0,0,False,False
177,normal,40,14,0.61414,0.513672,0.551588,3,0.100468,1,0.855969,1,0.426706,1,0,0.23898,0.930723,0,1,1,0.6725,177,0,0,177,177,177,0,0,0,0,0,False,False
178,normal,40,14,0.617111,0.516798,0.535842,3,0.100313,1,0.855985,1,0.426625,1,0,0.241862,0.931173,0,1,1,0.6725,178,0,0,178,178,178,0,0,0,0,0,False,False
179,normal,40,14,0.593205,0.513986,0.552667,3,0.079219,1,0.856001,1,0.426284,1,0,0.244513,0.931606,0,1,1,0.6725,179,0,0,179,179,179,0,0,0,0,0,False,False
180,normal,40,14,0.604388,0.494202,0.511107,3,0.110186,1,0.856016,1,0.426347,1,0,0.246952,0.932018,0,1,1,0.6725,180,0,0,180,180,180,0,0,0,0,0,False,False
181,normal,40,14,0.598808,0.501867,0.573207,3,0.096942,1,0.85603,1,0.426241,1,0,0.249196,0.932431,0,1,1,0.6725,181,0,0,181,181,181,0,0,0,0,0,False,False
182,normal,40,14,0.586518,0.509875,0.601225,3,0.091351,1,0.856044,1,0.426071,1,0,0.25126,0.932843,0,1,1,0.6725,182,0,0,182,182,182,0,0,0,0,0,False,False
183,normal,40,14,0.615885,0.513729,0.604578,3,0.102156,1,0.856058,1,0.426045,1,0,0.253159,0.933256,0,1,1,0.6725,183,0,0,183,183,183,0,0,0,0,0,False,False
184,normal,40,14,0.610563,0.511638,0.53828,3,0.098925,1,0.856071,1,0.425979,1,0,0.254907,0.933668,0,1,1,0.6725,184,0,0,184,184,184,0,0,0,0,0,False,False
185,normal,40,14,0.619571,0.505814,0.594808,3,0.113757,1,0.856084,1,0.426102,1,0,0.256514,0.934081,0,1,1,0.6725,185,0,0,185,185,185,0,0,0,0,0,False,False
186,normal,40,14,0.601307,0.50411,0.588582,3,0.097197,1,0.856096,1,0.426012,1,0,0.257993,0.934493,0,1,1,0.6725,186,0,0,186,186,186,0,0,0,0,0,False,False
187,normal,40,14,0.612031,0.507012,0.541821,3,0.105019,1,0.856109,1,0.426024,1,0,0.259354,0.934876,0,1,1,0.6725,187,0,0,187,187,187,0,0,0,0,0,False,False
188,normal,40,14,0.604949,0.508834,0.529134,3,0.096115,1,0.85612,1,0.425924,1,0,0.260605,0.935251,0,1,1,0.6725,188,0,0,188,188,188,0,0,0,0,0,False,False
189,normal,40,14,0.595291,0.495256,0.564473,3,0.100035,1,0.856132,1,0.425878,1,0,0.261757,0.935626,0,1,1,0.6725,189,0,0,189,189,189,0,0,0,0,0,False,False
190,normal,40,14,0.621627,0.502192,0.545491,2,0.119435,1,0.856143,1,0.426077,1,0,0.254816,0.936001,0,1,1,0.6725,190,0,0,190,190,190,0,0,0,0,0,False,False
191,normal,40,14,0.596649,0.498867,0.612064,3,0.113198,1,0.856153,1,0.426188,1,0,0.256431,0.936376,0,1,1,0.6725,191,0,0,191,191,191,0,0,0,0,0,False,False
192,normal,40,14,0.617352,0.50101,0.663322,1,0.162311,1,0.856164,1,0.426908,1,0,0.249917,0.936713,0,1,1,0.6725,192,0,0,192,192,192,0,0,0,0,0,False,False
193,normal,40,14,0.601926,0.507549,0.505779,3,0.096147,1,0.856174,1,0.426764,1,0,0.251923,0.937049,0,1,1,0.6725,193,0,0,193,193,193,0,0,0,0,0,False,False
194,normal,40,14,0.604597,0.510504,0.508671,3,0.095926,1,0.856184,1,0.426625,1,0,0.253769,0.937349,0,1,1,0.6725,194,0,0,194,194,194,0,0,0,0,0,False,False
195,normal,40,14,0.618243,0.485457,0.645893,1,0.160436,1,0.856193,1,0.427299,1,0,0.247468,0.937638,0,1,1,0.6725,195,0,0,195,195,195,0,0,0,0,0,False,False
196,normal,40,14,0.618019,0.505795,0.519594,3,0.112224,1,0.856202,1,0.427337,1,0,0.24967,0.9379,0,1,1,0.6725,196,0,0,196,196,196,0,0,0,0,0,False,False
197,normal,40,14,0.626953,0.531735,0.538302,3,0.095218,1,0.856211,1,0.427161,1,0,0.251697,0.938163,0,1,1,0.6725,197,0,0,197,197,197,0,0,0,0,0,False,False
198,normal,40,14,0.591923,0.513547,0.55131,3,0.078375,1,0.85622,1,0.426782,1,0,0.253561,0.938425,0,1,1,0.6725,198,0,0,198,198,198,0,0,0,0,0,False,False
199,normal,40,14,0.589166,0.486996,0.572884,3,0.102169,1,0.856228,1,0.42672,1,0,0.255276,0.938688,0,1,1,0.6725,199,0,0,199,199,199,0,0,0,0,0,False,False
200,normal,40,14,0.609095,0.481745,0.620378,1,0.138632,1,0.856237,1,0.427117,1,0,0.248854,0.938943,0,1,1,0.6725,200,0,0,200,200,200,0,0,0,0,0,False,False
201,normal,40,14,0.617777,0.53025,0.539581,3,0.087527,1,0.856244,1,0.426855,1,0,0.250946,0.939131,0,1,1,0.6725,201,0,0,201,201,201,0,0,0,0,0,False,False
202,normal,40,14,0.617512,0.505764,0.521758,3,0.111748,1,0.856252,1,0.426909,1,0,0.25287,0.939296,0,1,1,0.6725,202,0,0,202,202,202,0,0,0,0,0,False,False
203,normal,40,14,0.625994,0.49995,0.546482,2,0.126044,1,0.85626,1,0.42714,1,0,0.24664,0.939446,0,1,1,0.6725,203,0,0,203,203,203,0,0,0,0,0,False,False
204,normal,40,14,0.600402,0.51886,0.562181,3,0.081541,1,0.856267,1,0.426802,1,0,0.248909,0.939574,0,0.98755,1,0.5975,204,0,0,204,204,204,0,0,0,0,0,False,False
205,normal,40,14,0.599116,0.49565,0.49254,3,0.106576,1,0.856274,1,0.426794,1,0,0.250996,0.939687,0,0.976594,1,0.5975,205,0,0,205,205,205,0,0,0,0,0,False,False
206,normal,40,14,0.604252,0.522951,0.564378,3,0.0813,1,0.856281,1,0.426471,1,0,0.252917,0.939778,0,0.966953,1,0.5975,206,0,0,206,206,206,0,0,0,0,0,False,False
207,normal,40,14,0.590478,0.493061,0.608034,3,0.114973,1,0.856287,1,0.426584,1,0,0.254683,0.939853,0,0.958468,1,0.5975,207,0,0,207,207,207,0,0,0,0,0,False,False
208,normal,40,14,0.598258,0.525539,0.580984,3,0.072719,1,0.856294,1,0.426164,1,0,0.256309,0.939925,0,0.951002,1,0.5975,208,0,0,208,208,208,0,0,0,0,0,False,False
209,normal,40,14,0.604867,0.517587,0.536061,3,0.08728,1,0.8563,1,0.425947,1,0,0.257804,0.939962,0,0.944432,1,0.5975,209,0,0,209,209,209,0,0,0,0,0,False,False
210,normal,40,14,0.594326,0.512837,0.532823,3,0.081488,1,0.856306,1,0.425668,1,0,0.25918,0.94,0,0.93865,1,0.5975,210,0,0,210,210,210,0,0,0,0,0,False,False
211,normal,40,14,0.59763,0.476381,0.542995,2,0.121249,1,0.856312,1,0.4259,1,0,0.252445,0.94,0,0.933562,1,0.5975,211,0,0,211,211,211,0,0,0,0,0,False,False
212,normal,40,14,0.606109,0.506101,0.46851,2,0.137599,1,0.856317,1,0.426325,1,0,0.24625,0.94,0,0.929085,1,0.5975,212,0,0,212,212,212,0,0,0,0,0,False,False
213,normal,40,14,0.610076,0.502988,0.558803,3,0.107089,1,0.856323,1,0.426348,1,0,0.24855,0.94,0,0.925144,1,0.5975,213,0,0,213,213,213,0,0,0,0,0,False,False
214,normal,40,14,0.592685,0.498683,0.51017,3,0.094002,1,0.856328,1,0.426205,1,0,0.250666,0.94,0,0.921677,1,0.5975,214,0,0,214,214,214,0,0,0,0,0,False,False
215,normal,40,14,0.598684,0.502465,0.646404,2,0.143939,1,0.856333,1,0.426694,1,0,0.244612,0.94,0,0.918626,1,0.5975,215,0,0,215,215,215,0,0,0,0,0,False,False
216,normal,40,14,0.598875,0.487228,0.573374,3,0.111647,1,0.856338,1,0.426755,1,0,0.247043,0.94,0,0.915941,1,0.5975,216,0,0,216,216,216,0,0,0,0,0,False,False
217,normal,40,14,0.600602,0.506267,0.586382,3,0.094335,1,0.856343,1,0.426596,1,0,0.24928,0.94,0,0.913578,1,0.5975,217,0,0,217,217,217,0,0,0,0,0,False,False
218,normal,40,14,0.606513,0.507514,0.621322,3,0.113808,1,0.856348,1,0.426689,1,0,0.251338,0.94,0,0.911499,1,0.5975,218,0,0,218,218,218,0,0,0,0,0,False,False
219,normal,40,14,0.595452,0.50827,0.563776,3,0.087183,1,0.856352,1,0.426445,1,0,0.253231,0.94,0,0.909669,1,0.5975,219,0,0,219,219,219,0,0,0,0,0,False,False
220,normal,40,14,0.589439,0.504243,0.513298,3,0.085196,1,0.856357,1,0.426187,1,0,0.254972,0.94,0,0.908058,1,0.5975,220,0,0,220,220,220,0,0,0,0,0,False,False
221,normal,40,14,0.597211,0.515502,0.560058,3,0.081709,1,0.856361,1,0.425899,1,0,0.256574,0.94,0,0.906641,1,0.5975,221,0,0,221,221,221,0,0,0,0,0,False,False
222,normal,40,14,0.608151,0.510805,0.572549,3,0.097345,1,0.856365,1,0.425821,1,0,0.258048,0.94,0,0.905394,1,0.5975,222,0,0,222,222,222,0,0,0,0,0,False,False
223,normal,40,14,0.608431,0.527101,0.539487,3,0.08133,1,0.856369,1,0.425547,1,0,0.259405,0.94,0,0.904297,1,0.5975,223,0,0,223,223,223,0,0,0,0,0,False,False
224,normal,40,14,0.618225,0.507305,0.514966,3,0.110921,1,0.856373,1,0.425656,1,0,0.260652,0.94,0,0.903331,1,0.5975,224,0,0,224,224,224,0,0,0,0,0,False,False
225,normal,40,14,0.605457,0.503327,0.634604,2,0.131277,1,0.856377,1,0.426014,1,0,0.2538,0.94,0,0.902482,1,0.5975,225,0,0,225,225,225,0,0,0,0,0,False,False
226,normal,40,14,0.607122,0.483952,0.545951,2,0.12317,1,0.856381,1,0.426253,1,0,0.247496,0.94,0,0.901734,1,0.5975,226,0,0,226,226,226,0,0,0,0,0,False,False
227,normal,40,14,0.619557,0.491388,0.568951,2,0.128169,1,0.856384,1,0.426542,1,0,0.241696,0.94,0,0.901076,1,0.5975,227,0,0,227,227,227,0,0,0,0,0,False,False
228,normal,40,14,0.604129,0.526339,0.558328,3,0.07779,1,0.856388,1,0.426188,1,0,0.244361,0.94,0,0.900497,1,0.5975,228,0,0,228,228,228,0,0,0,0,0,False,False
229,normal,40,14,0.612994,0.522143,0.574777,3,0.090851,1,0.856391,1,0.426014,1,0,0.246812,0.94,0,0.899987,1,0.5975,229,0,0,229,229,229,0,0,0,0,0,False,False
230,normal,40,14,0.600982,0.50198,0.473676,2,0.127306,1,0.856394,1,0.426305,1,0,0.241067,0.94,0,0.899539,1,0.5975,230,0,0,230,230,230,0,0,0,0,0,False,False
231,normal,40,14,0.606933,0.510579,0.532612,3,0.096354,1,0.856398,1,0.426194,1,0,0.243781,0.94,0,0.899144,1,0.5975,231,0,0,231,231,231,0,0,0,0,0,False,False
232,normal,40,14,0.617522,0.504044,0.549866,3,0.113478,1,0.856401,1,0.426303,1,0,0.246279,0.94,0,0.898797,1,0.5975,232,0,0,232,232,232,0,0,0,0,0,False,False
233,normal,40,14,0.591569,0.482473,0.546858,3,0.109096,1,0.856404,1,0.426351,1,0,0.248577,0.94,0,0.898491,1,0.5975,233,0,0,233,233,233,0,0,0,0,0,False,False
234,normal,40,14,0.629837,0.521993,0.499546,2,0.130291,1,0.856406,1,0.426662,1,0,0.242691,0.94,0,0.898222,1,0.5975,234,0,0,234,234,234,0,0,0,0,0,False,False
235,normal,40,14,0.609248,0.495611,0.562008,3,0.113637,1,0.856409,1,0.42675,1,0,0.245275,0.94,0,0.897986,1,0.5975,235,0,0,235,235,235,0,0,0,0,0,False,False
236,normal,40,14,0.599416,0.488729,0.581197,3,0.110687,1,0.856412,1,0.426796,1,0,0.247653,0.94,0,0.897777,1,0.5975,236,0,0,236,236,236,0,0,0,0,0,False,False
237,normal,40,14,0.60681,0.49799,0.596933,3,0.10882,1,0.856415,1,0.426816,1,0,0.249841,0.94,0,0.897594,1,0.5975,237,0,0,237,237,237,0,0,0,0,0,False,False
238,normal,40,14,0.607613,0.505239,0.559035,3,0.102374,1,0.856417,1,0.426755,1,0,0.251854,0.94,0,0.897433,1,0.5975,238,0,0,238,238,238,0,0,0,0,0,False,False
239,normal,40,14,0.598804,0.519957,0.508039,3,0.090765,1,0.85642,1,0.426552,1,0,0.253705,0.94,0,0.897291,1,0.5975,239,0,0,239,239,239,0,0,0,0,0,False,False
240,normal,40,14,0.594492,0.501455,0.629535,2,0.12808,1,0.856422,1,0.426825,1,0,0.247409,0.94,0,0.897166,1,0.5975,240,0,0,240,240,240,0,0,0,0,0,False,False
241,normal,40,14,0.628047,0.49066,0.557238,2,0.137387,1,0.856424,1,0.427201,1,0,0.241616,0.94,0,0.897056,1,0.5975,241,0,0,241,241,241,0,0,0,0,0,False,False
242,normal,40,14,0.613291,0.50708,0.628381,2,0.121301,1,0.856427,1,0.427358,1,0,0.236287,0.94,0,0.896959,1,0.5975,242,0,0,242,242,242,0,0,0,0,0,False,False
243,normal,40,14,0.593138,0.484923,0.603895,2,0.118972,1,0.856429,1,0.427477,1,0,0.231384,0.94,0,0.896874,1,0.5975,243,0,0,243,243,243,0,0,0,0,0,False,False
244,normal,40,14,0.609644,0.496444,0.597215,3,0.1132,1,0.856431,1,0.427518,1,0,0.234873,0.94,0,0.896799,1,0.5975,244,0,0,244,244,244,0,0,0,0,0,False,False
245,normal,40,14,0.610223,0.492558,0.497098,2,0.117665,1,0.856433,1,0.427613,1,0,0.230083,0.94,0,0.896733,1,0.5975,245,0,0,245,245,245,0,0,0,0,0,False,False
246,normal,40,14,0.611042,0.511306,0.591287,3,0.099735,1,0.856435,1,0.427479,1,0,0.233677,0.94,0,0.896675,1,0.5975,246,0,0,246,246,246,0,0,0,0,0,False,False
247,normal,40,14,0.628725,0.50674,0.551054,2,0.121985,1,0.856437,1,0.42763,1,0,0.228983,0.94,0,0.896624,1,0.5975,247,0,0,247,247,247,0,0,0,0,0,False,False
248,normal,40,14,0.610612,0.485939,0.594937,2,0.124673,1,0.856439,1,0.427807,1,0,0.224664,0.94,0,0.896579,1,0.5975,248,0,0,248,248,248,0,0,0,0,0,False,False
249,normal,40,14,0.623234,0.506683,0.489195,1,0.134039,1,0.856441,1,0.428092,1,0,0.220691,0.94,0,0.89654,1,0.5975,249,0,0,249,249,249,0,0,0,0,0,False,False
250,normal,40,14,0.599813,0.498803,0.57408,3,0.10101,1,0.856443,1,0.42795,1,0,0.225036,0.94,0,0.896505,1,0.5975,250,0,0,250,250,250,0,0,0,0,0,False,False
251,normal,40,14,0.602966,0.52768,0.54565,3,0.075287,1,0.856444,1,0.427493,1,0,0.229033,0.94,0,0.896474,1,0.5975,251,0,0,251,251,251,0,0,0,0,0,False,False
252,normal,40,14,0.620779,0.521894,0.621034,3,0.09914,1,0.856446,1,0.427358,1,0,0.23271,0.94,0,0.896448,1,0.5975,252,0,0,252,252,252,0,0,0,0,0,False,False
253,normal,40,14,0.586441,0.505467,0.585315,3,0.080974,1,0.856448,1,0.427002,1,0,0.236093,0.94,0,0.896424,1,0.5975,253,0,0,253,253,253,0,0,0,0,0,False,False
254,normal,40,14,0.604181,0.490885,0.570399,3,0.113296,1,0.856449,1,0.427068,1,0,0.239206,0.94,0,0.896403,1,0.5975,254,0,0,254,254,254,0,0,0,0,0,False,False
255,normal,40,14,0.596659,0.505219,0.656945,2,0.151726,1,0.856451,1,0.427612,1,0,0.234069,0.94,0,0.896385,0.998952,0.5975,255,0,0,255,255,255,0,0,0,0,0,False,False
256,normal,40,14,0.606225,0.505282,0.433535,2,0.172689,1,0.856452,1,0.42839,1,0,0.229344,0.94,0,0.896368,0.994863,0.5975,256,0,0,256,256,256,0,0,0,0,0,False,False
257,normal,40,14,0.614962,0.51166,0.63048,2,0.118819,1,0.856454,1,0.428455,1,0,0.224996,0.94,0,0.896354,0.999262,0.5975,257,0,0,257,257,257,0,0,0,0,0,False,False
258,normal,40,14,0.607726,0.50761,0.458078,2,0.149648,1,0.856455,1,0.428903,1,0,0.220997,0.94,0,0.896342,0.998596,0.5975,258,0,0,258,258,258,0,0,0,0,0,False,False
259,normal,40,14,0.606135,0.507208,0.593225,3,0.098927,1,0.856456,1,0.428695,1,0,0.225317,0.94,0,0.896331,1,0.5975,259,0,0,259,259,259,0,0,0,0,0,False,False
260,normal,40,14,0.599131,0.506474,0.649001,2,0.142527,1,0.856458,1,0.429042,1,0,0.221292,0.94,0,0.896321,1,0.5975,260,0,0,260,260,260,0,0,0,0,0,False,False
261,normal,40,14,0.613266,0.489403,0.567681,2,0.123863,1,0.856459,1,0.429138,1,0,0.217588,0.94,0,0.896313,1,0.5975,261,0,0,261,261,261,0,0,0,0,0,False,False
262,normal,40,14,0.612121,0.520978,0.576708,3,0.091143,1,0.85646,1,0.42882,1,0,0.222181,0.94,0,0.896305,1,0.5975,262,0,0,262,262,262,0,0,0,0,0,False,False
263,normal,40,14,0.592309,0.51633,0.615463,3,0.099132,1,0.856461,1,0.428618,1,0,0.226407,0.94,0,0.896298,1,0.5975,263,0,0,263,263,263,0,0,0,0,0,False,False
264,normal,40,14,0.616543,0.507841,0.572515,3,0.108702,1,0.856462,1,0.428546,1,0,0.230294,0.94,0,0.896293,1,0.5975,264,0,0,264,264,264,0,0,0,0,0,False,False
265,normal,40,14,0.615136,0.509679,0.594523,3,0.105457,1,0.856464,1,0.428437,1,0,0.233871,0.94,0,0.896287,1,0.5975,265,0,0,265,265,265,0,0,0,0,0,False,False
266,normal,40,14,0.593639,0.509783,0.53525,3,0.083857,1,0.856465,1,0.428063,1,0,0.237161,0.94,0,0.896283,1,0.5975,266,0,0,266,266,266,0,0,0,0,0,False,False
267,normal,40,14,0.598082,0.505681,0.603927,3,0.098246,1,0.856466,1,0.427888,1,0,0.240188,0.94,0,0.896279,1,0.5975,267,0,0,267,267,267,0,0,0,0,0,False,False
268,normal,40,14,0.623542,0.503819,0.530954,2,0.119724,1,0.856467,1,0.42799,1,0,0.234973,0.94,0,0.896276,1,0.5975,268,0,0,268,268,268,0,0,0,0,0,False,False
269,normal,40,14,0.594182,0.503501,0.480345,3,0.113836,1,0.856468,1,0.428014,1,0,0.238175,0.94,0,0.896272,1,0.5975,269,0,0,269,269,269,0,0,0,0,0,False,False
270,normal,40,14,0.602567,0.482099,0.52551,2,0.120469,1,0.856469,1,0.428119,1,0,0.233121,0.94,0,0.89627,1,0.5975,270,0,0,270,270,270,0,0,0,0,0,False,False
271,normal,40,14,0.604333,0.502851,0.562136,3,0.101482,1,0.85647,1,0.427982,1,0,0.236471,0.94,0,0.896267,1,0.5975,271,0,0,271,271,271,0,0,0,0,0,False,False
272,normal,40,14,0.598068,0.505694,0.593209,3,0.092374,1,0.856471,1,0.427737,1,0,0.239554,0.94,0,0.896265,1,0.5975,272,0,0,272,272,272,0,0,0,0,0,False,False
273,normal,40,14,0.600974,0.508811,0.575852,3,0.092163,1,0.856471,1,0.427502,1,0,0.242389,0.94,0,0.896263,1,0.5975,273,0,0,273,273,273,0,0,0,0,0,False,False
274,normal,40,14,0.623876,0.511497,0.583613,3,0.112379,1,0.856472,1,0.427532,1,0,0.244998,0.94,0,0.896262,1,0.5975,274,0,0,274,274,274,0,0,0,0,0,False,False
275,normal,40,14,0.635357,0.50396,0.539301,2,0.131396,1,0.856473,1,0.427798,1,0,0.239398,0.94,0,0.89626,1,0.5975,275,0,0,275,275,275,0,0,0,0,0,False,False
276,normal,40,14,0.583622,0.511697,0.529231,3,0.071925,1,0.856474,1,0.427307,1,0,0.242247,0.94,0,0.896259,1,0.5975,276,0,0,276,276,276,0,0,0,0,0,False,False
277,normal,40,14,0.579367,0.514792,0.473832,3,0.105535,1,0.856475,1,0.427261,1,0,0.244867,0.94,0,0.896258,1,0.5975,277,0,0,277,277,277,0,0,0,0,0,False,False
278,normal,40,14,0.606187,0.514788,0.553097,3,0.091399,1,0.856476,1,0.42704,1,0,0.247277,0.94,0,0.896257,1,0.5975,278,0,0,278,278,278,0,0,0,0,0,False,False
279,normal,40,14,0.601354,0.521161,0.564067,3,0.080194,1,0.856476,1,0.426691,1,0,0.249495,0.94,0,0.896256,1,0.5975,279,0,0,279,279,279,0,0,0,0,0,False,False
280,normal,40,14,0.604209,0.46812,0.595182,1,0.136088,1,0.856477,1,0.427057,1,0,0.243536,0.94,0,0.896256,1,0.5975,280,0,0,280,280,280,0,0,0,0,0,False,False
281,normal,40,14,0.601239,0.492815,0.592562,3,0.108423,1,0.856478,1,0.42706,1,0,0.246053,0.94,0,0.896255,1,0.5975,281,0,0,281,281,281,0,0,0,0,0,False,False
282,normal,40,14,0.597318,0.503535,0.565567,3,0.093783,1,0.856478,1,0.426879,1,0,0.248369,0.94,0,0.896254,1,0.5975,282,0,0,282,282,282,0,0,0,0,0,False,False
283,normal,40,14,0.614697,0.50141,0.635244,2,0.133834,1,0.856479,1,0.427208,1,0,0.242499,0.94,0,0.896254,1,0.5975,283,0,0,283,283,283,0,0,0,0,0,False,False
284,normal,40,14,0.600166,0.49886,0.577087,3,0.101306,1,0.85648,1,0.427114,1,0,0.245099,0.94,0,0.896253,1,0.5975,284,0,0,284,284,284,0,0,0,0,0,False,False
285,normal,40,14,0.586284,0.482239,0.524933,3,0.104046,1,0.85648,1,0.427059,1,0,0.247491,0.94,0,0.896253,1,0.5975,285,0,0,285,285,285,0,0,0,0,0,False,False
286,normal,40,14,0.60005,0.4879,0.624032,2,0.136132,1,0.856481,1,0.427407,1,0,0.241692,0.94,0,0.896253,1,0.5975,286,0,0,286,286,286,0,0,0,0,0,False,False
287,normal,40,14,0.59874,0.502178,0.500405,3,0.098335,1,0.856481,1,0.427266,1,0,0.244357,0.94,0,0.896252,1,0.5975,287,0,0,287,287,287,0,0,0,0,0,False,False
288,normal,40,14,0.601187,0.503995,0.601419,3,0.097423,1,0.856482,1,0.427121,1,0,0.246808,0.94,0,0.896252,1,0.5975,288,0,0,288,288,288,0,0,0,0,0,False,False
289,normal,40,14,0.600697,0.50748,0.553173,3,0.093217,1,0.856482,1,0.42693,1,0,0.249063,0.94,0,0.896252,1,0.5975,289,0,0,289,289,289,0,0,0,0,0,False,False
290,normal,40,14,0.600132,0.497586,0.53708,3,0.102546,1,0.856483,1,0.426865,1,0,0.251138,0.94,0,0.896252,1,0.5975,290,0,0,290,290,290,0,0,0,0,0,False,False
291,normal,40,14,0.620609,0.507215,0.552031,3,0.113394,1,0.856484,1,0.426939,1,0,0.253047,0.94,0,0.896251,1,0.5975,291,0,0,291,291,291,0,0,0,0,0,False,False
292,normal,40,14,0.610161,0.501307,0.564019,3,0.108855,1,0.856484,1,0.426953,1,0,0.254803,0.94,0,0.896251,1,0.5975,292,0,0,292,292,292,0,0,0,0,0,False,False
293,normal,40,14,0.596798,0.542979,0.515319,3,0.081479,1,0.856484,1,0.426624,1,0,0.256419,0.94,0,0.896251,1,0.5975,293,0,0,293,293,293,0,0,0,0,0,False,False
294,normal,40,14,0.607175,0.513758,0.612021,3,0.098263,1,0.856485,1,0.426521,1,0,0.257906,0.94,0,0.896251,1,0.5975,294,0,0,294,294,294,0,0,0,0,0,False,False
295,normal,40,14,0.605382,0.515739,0.534001,3,0.089643,1,0.856485,1,0.426316,1,0,0.259273,0.94,0,0.896251,1,0.5975,295,0,0,295,295,295,0,0,0,0,0,False,False
296,normal,40,14,0.612286,0.495102,0.566009,2,0.117183,1,0.856486,1,0.426465,1,0,0.252531,0.94,0,0.896251,1,0.5975,296,0,0,296,296,296,0,0,0,0,0,False,False
297,normal,40,14,0.612848,0.487917,0.521458,2,0.124931,1,0.856486,1,0.426703,1,0,0.246329,0.94,0,0.896251,1,0.5975,297,0,0,297,297,297,0,0,0,0,0,False,False
298,normal,40,14,0.615443,0.504412,0.575448,3,0.111032,1,0.856487,1,0.426756,1,0,0.248623,0.94,0,0.896251,1,0.5975,298,0,0,298,298,298,0,0,0,0,0,False,False
299,normal,40,14,0.614829,0.501301,0.541925,3,0.113527,1,0.856487,1,0.426837,1,0,0.250733,0.94,0,0.89625,1,0.5975,299,0,0,299,299,299,0,0,0,0,0,False,False
300,normal,40,14,0.609817,0.502963,0.534436,3,0.106855,1,0.856487,1,0.426831,1,0,0.252674,0.94,0,0.89625,1,0.5975,300,0,0,300,300,300,0,0,0,0,0,False,False
301,normal,40,14,0.623822,0.50135,0.606561,2,0.122472,1,0.856488,1,0.42702,1,0,0.24646,0.94,0,0.89625,1,0.5975,301,0,0,301,301,301,0,0,0,0,0,False,False
302,normal,40,14,0.624134,0.511845,0.526909,3,0.112289,1,0.856488,1,0.427073,1,0,0.248743,0.94,0,0.89625,1,0.5975,302,0,0,302,302,302,0,0,0,0,0,False,False
303,normal,40,14,0.604336,0.503836,0.480762,2,0.123575,1,0.856489,1,0.427264,1,0,0.242844,0.94,0,0.89625,1,0.5975,303,0,0,303,303,303,0,0,0,0,0,False,False
304,normal,40,14,0.60644,0.50931,0.559569,3,0.09713,1,0.856489,1,0.427115,1,0,0.245416,0.94,0,0.89625,1,0.5975,304,0,0,304,304,304,0,0,0,0,0,False,False
305,normal,40,14,0.618352,0.515483,0.464186,2,0.154166,1,0.856489,1,0.427686,1,0,0.239783,0.94,0,0.89625,0.998575,0.5975,305,0,0,305,305,305,0,0,0,0,0,False,False
306,normal,40,14,0.594962,0.514212,0.602471,3,0.088259,1,0.85649,1,0.427405,1,0,0.2426,0.94,0,0.89625,1,0.5975,306,0,0,306,306,306,0,0,0,0,0,False,False
307,normal,40,14,0.614871,0.50685,0.621596,3,0.114746,1,0.85649,1,0.427469,1,0,0.245192,0.94,0,0.89625,1,0.5975,307,0,0,307,307,307,0,0,0,0,0,False,False
308,normal,40,14,0.609827,0.497902,0.572626,3,0.111925,1,0.85649,1,0.427495,1,0,0.247577,0.94,0,0.89625,1,0.5975,308,0,0,308,308,308,0,0,0,0,0,False,False
309,normal,40,14,0.617895,0.496931,0.610458,2,0.120964,1,0.85649,1,0.427632,1,0,0.241771,0.94,0,0.89625,1,0.5975,309,0,0,309,309,309,0,0,0,0,0,False,False
310,normal,40,14,0.621944,0.497828,0.569835,2,0.124115,1,0.856491,1,0.427802,1,0,0.236429,0.94,0,0.89625,1,0.5975,310,0,0,310,310,310,0,0,0,0,0,False,False
311,normal,40,14,0.61921,0.502654,0.588593,2,0.116556,1,0.856491,1,0.427869,1,0,0.231515,0.94,0,0.89625,1,0.5975,311,0,0,311,311,311,0,0,0,0,0,False,False
312,normal,40,14,0.601443,0.494028,0.578044,3,0.107416,1,0.856491,1,0.427818,1,0,0.234994,0.94,0,0.89625,1,0.5975,312,0,0,312,312,312,0,0,0,0,0,False,False
313,normal,40,14,0.601006,0.532211,0.526911,3,0.074095,1,0.856492,1,0.427353,1,0,0.238194,0.94,0,0.89625,1,0.5975,313,0,0,313,313,313,0,0,0,0,0,False,False
314,normal,40,14,0.579366,0.513921,0.541884,3,0.065445,1,0.856492,1,0.426804,1,0,0.241139,0.94,0,0.89625,1,0.5975,314,0,0,314,314,314,0,0,0,0,0,False,False
