run,cycles,avg_structural_stability,min_structural_stability,avg_vitality,avg_viability,avg_field_charge,max_field_charge,avg_lattice_coherence,min_lattice_coherence,avg_recursion_depth,max_recursion_depth,closures,recursions,suspicious,avg_active_bodies,avg_trust,alpha_alerts,omega_alerts
v09_40body_contradiction,420,0.817,0.733,0.792,0.735,0.734,0.884,0.821,0.752,2.33,9,253,139,28,28.0,0.663,11,5
