cycle,event,action,bodies,active_bodies,light,shadow,mercury,threshold,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
332,drift,close,43,21,0.590953,0.510281,0.449037,0.081265,2,0.141916,0.964721,0.923865,1,0.563831,1,0,0.230492,0.94,0,0.8715,0.893252,0.6225,320,12,2,332,329,332,3,3,8,0,0,False,False
333,drift,close,43,21,0.548985,0.503513,0.559302,0.081338,3,0.055789,0.965841,0.92313,1,0.561815,1,0,0.238053,0.94,0,0.8715,0.902618,0.6225,321,12,2,333,330,333,3,3,8,0,0,False,False
334,drift,close,43,21,0.600592,0.526772,0.546278,0.081418,3,0.07382,0.966925,0.922421,1,0.560163,1,0,0.245009,0.94,0,0.8715,0.908706,0.6225,322,12,2,334,331,334,3,3,8,0,0,False,False
335,drift,close,43,21,0.605271,0.496861,0.497882,0.081504,1,0.10841,0.967976,0.921737,1,0.55909,1,0,0.241408,0.94,0,0.8715,0.909577,0.6225,323,12,2,335,332,335,3,3,8,0,0,False,False
336,drift,close,43,21,0.571457,0.479802,0.554461,0.081598,2,0.091655,0.968993,0.921078,1,0.557847,1,0,0.238095,0.94,0,0.8715,0.912632,0.6225,324,12,2,336,333,336,3,3,8,0,0,False,False
337,drift,close,43,21,0.546607,0.537518,0.484104,0.081698,3,0.062503,0.969978,0.920443,1,0.55627,1,0,0.245048,0.94,0,0.8715,0.919347,0.6225,325,12,2,337,334,337,3,3,8,0,0,False,False
338,drift,close,43,21,0.549622,0.49109,0.458996,0.081804,2,0.090626,0.970932,0.919831,1,0.555176,1,0,0.241444,0.94,0,0.8715,0.921662,0.6225,326,12,2,338,335,338,3,3,8,0,0,False,False
339,drift,close,43,21,0.544372,0.493386,0.548208,0.081915,3,0.054822,0.971855,0.919241,1,0.553648,1,0,0.248128,0.94,0,0.8715,0.928601,0.6225,327,12,2,339,336,339,3,3,8,0,0,False,False
340,drift,close,43,21,0.623503,0.494831,0.485803,0.082033,1,0.1377,0.972749,0.918672,1,0.553368,1,0,0.244278,0.94,0,0.8715,0.923728,0.6225,328,12,2,340,337,340,3,3,8,0,0,False,False
341,drift,close,43,21,0.562602,0.488385,0.535191,0.082156,3,0.074217,0.973615,0.918125,1,0.552224,1,0,0.250736,0.94,0,0.8715,0.927863,0.6225,329,12,2,341,338,341,3,3,8,0,0,False,False
342,drift,close,43,21,0.566237,0.518982,0.557903,0.082285,3,0.047254,0.974453,0.917599,1,0.550771,1,0,0.256677,0.94,0,0.8715,0.935266,0.6225,330,12,2,342,339,342,3,3,8,0,0,False,False
343,drift,close,43,21,0.626504,0.506324,0.51602,0.082418,1,0.12018,0.975264,0.917092,1,0.550424,1,0,0.252143,0.94,0,0.8715,0.932158,0.6225,331,12,2,343,340,343,3,3,8,0,0,False,False
344,drift,close,43,21,0.630099,0.520802,0.466397,0.082557,1,0.163702,0.976048,0.916604,1,0.550715,1,0,0.247971,0.94,0,0.8715,0.923454,0.6225,332,12,2,344,341,344,3,3,8,0,0,False,False
345,unknown,close,44,43,0.613586,0.481802,0.643366,0.0758,1,0.161564,0.976808,0.916342,1,0.550972,1,0,0.244134,0.931386,0,0.8715,0.915822,0.6225,333,12,2,345,342,345,4,4,9,0,0,False,False
346,drift,close,44,22,0.583576,0.536395,0.475831,0.082847,2,0.107746,0.977543,0.915884,1,0.550475,1,0,0.240603,0.931542,0,0.8715,0.916142,0.6225,334,12,2,346,343,346,4,4,9,0,0,False,False
347,drift,close,44,22,0.608855,0.525822,0.461232,0.082998,1,0.147623,0.978255,0.915445,1,0.550572,1,0,0.237355,0.931697,0,0.8715,0.91105,0.6225,335,12,2,347,344,347,4,4,9,0,0,False,False
348,drift,close,44,22,0.559319,0.49484,0.521456,0.083154,3,0.064479,0.978943,0.915023,1,0.549512,1,0,0.244366,0.931845,0,0.8715,0.917641,0.6225,336,12,2,348,345,348,4,4,9,0,0,False,False
349,drift,close,44,22,0.575827,0.478493,0.598248,0.083312,1,0.119755,0.979609,0.914617,1,0.54929,1,0,0.240817,0.932,0,0.8715,0.916176,0.6225,337,12,2,349,346,349,4,4,9,0,0,False,False
350,drift,close,44,22,0.556799,0.509871,0.475972,0.083474,3,0.080827,0.980253,0.914227,1,0.548546,1,0,0.247552,0.932148,0,0.8715,0.920099,0.6225,338,12,2,350,347,350,4,4,9,0,0,False,False
351,drift,close,44,22,0.623812,0.488159,0.514325,0.083639,1,0.135653,0.980876,0.913854,1,0.548618,1,0,0.243748,0.932303,0,0.8715,0.916267,0.6225,339,12,2,351,348,351,4,4,9,0,0,False,False
352,drift,close,44,22,0.58813,0.512304,0.499974,0.083806,2,0.088156,0.981479,0.913495,1,0.548032,1,0,0.240248,0.932459,0,0.8715,0.919192,0.6225,340,12,2,352,349,352,4,4,9,0,0,False,False
353,drift,close,44,22,0.610243,0.492267,0.656596,0.083976,1,0.164329,0.982062,0.913151,1,0.548554,1,0,0.237028,0.932614,0,0.8715,0.91157,0.6225,341,12,2,353,350,353,4,4,9,0,0,False,False
354,drift,close,44,22,0.549958,0.5002,0.640729,0.084148,1,0.140529,0.982626,0.912822,1,0.548728,1,0,0.234066,0.93277,0,0.8715,0.907847,0.6225,342,12,2,354,351,354,4,4,9,0,0,False,False
355,drift,close,44,22,0.569951,0.470783,0.482608,0.084322,1,0.099168,0.983171,0.912506,1,0.548326,1,0,0.23134,0.932925,0,0.8715,0.910043,0.6225,343,12,2,355,352,355,4,4,9,0,0,False,False
356,drift,close,44,22,0.625271,0.418386,0.611148,0.084497,1,0.206885,0.983698,0.912204,1,0.549463,1,0,0.228833,0.93308,0,0.8715,0.896393,0.6225,344,12,2,356,353,356,4,4,9,0,0,False,False
357,drift,close,44,22,0.594317,0.522061,0.666812,0.084673,2,0.144751,0.984208,0.911915,1,0.549685,1,0,0.226527,0.933236,0,0.8715,0.893466,0.6225,345,12,2,357,354,357,4,4,9,0,0,False,False
358,drift,close,44,22,0.604206,0.483456,0.62806,0.084851,1,0.144604,0.9847,0.911638,1,0.549905,1,0,0.224404,0.933391,0,0.8715,0.890823,0.6225,346,12,2,358,355,358,4,4,9,0,0,False,False
359,drift,close,44,22,0.552266,0.467793,0.64914,0.085029,1,0.181347,0.985176,0.911374,1,0.55064,1,0,0.222452,0.933547,0,0.8715,0.883457,0.6225,347,12,2,359,356,359,4,4,9,0,0,False,False
360,drift,close,44,22,0.567199,0.53218,0.640539,0.085207,2,0.108359,0.985636,0.911122,1,0.550328,1,0,0.220656,0.933702,0,0.8715,0.886607,0.6225,348,12,2,360,357,360,4,4,9,0,0,False,False
361,drift,recurse,44,22,0.603129,0.510601,0.38637,0.084915,0,0.21676,0.967166,0.92796,1,0.585998,1,1,0.220656,0.932277,0.004536,0.8715,0.873308,0.6225,348,13,2,361,358,361,4,4,9,0,0,False,False
362,drift,close,44,22,0.610394,0.480223,0.591311,0.084603,1,0.130171,0.968163,0.927218,1,0.584246,1,0,0.219003,0.933793,0,0.8715,0.874427,0.6225,349,13,2,362,359,362,4,4,9,0,0,False,False
363,drift,close,44,22,0.589057,0.456883,0.529477,0.084293,2,0.132173,0.969128,0.926503,1,0.582622,1,0,0.217483,0.933948,0,0.8715,0.875175,0.6225,350,13,2,363,360,363,4,4,9,0,0,False,False
364,drift,close,44,22,0.588099,0.477802,0.60734,0.083983,1,0.129537,0.970063,0.925813,1,0.581053,1,0,0.216085,0.934104,0,0.8715,0.876212,0.6225,351,13,2,364,361,364,4,4,9,0,0,False,False
365,drift,close,44,22,0.583983,0.419431,0.53422,0.083674,1,0.164552,0.970968,0.925147,1,0.580064,1,0,0.214798,0.934259,0,0.8715,0.872429,0.6225,352,13,2,365,362,365,4,4,9,0,0,False,False
366,drift,close,44,22,0.572884,0.491067,0.610705,0.083367,2,0.119638,0.971844,0.924506,1,0.578507,1,0,0.213614,0.934415,0,0.8715,0.875049,0.6225,353,13,2,366,363,366,4,4,9,0,0,False,False
367,drift,close,44,22,0.648022,0.484743,0.547053,0.083061,1,0.16328,0.972692,0.923888,1,0.57765,1,0,0.212525,0.93457,0,0.8715,0.871542,0.6225,354,13,2,367,364,367,4,4,9,0,0,False,False
368,drift,close,44,22,0.64608,0.518486,0.493246,0.082758,1,0.152835,0.973513,0.923292,1,0.576702,1,0,0.211523,0.934726,0,0.8715,0.86976,0.6225,355,13,2,368,365,368,4,4,9,0,0,False,False
369,drift,close,44,22,0.642043,0.519403,0.498454,0.082457,1,0.14359,0.974307,0.922718,1,0.575683,1,0,0.210601,0.934881,0,0.8715,0.869387,0.6225,356,13,2,369,366,369,4,4,9,0,0,False,False
370,drift,close,44,22,0.597785,0.475767,0.46296,0.082159,1,0.134825,0.975076,0.922166,1,0.574603,1,0,0.209753,0.935037,0,0.8715,0.870231,0.6225,357,13,2,370,367,370,4,4,9,0,0,False,False
371,drift,close,44,22,0.639495,0.490655,0.702162,0.081863,1,0.211507,0.975821,0.921634,1,0.574663,1,0,0.208973,0.935192,0,0.8715,0.857178,0.6225,358,13,2,371,368,371,4,4,9,0,0,False,False
372,drift,close,44,22,0.602171,0.494689,0.549788,0.081571,2,0.107482,0.976541,0.921122,1,0.573274,1,0,0.208255,0.935347,0,0.8715,0.862811,0.6225,359,13,2,372,369,372,4,4,9,0,0,False,False
373,drift,close,44,22,0.641193,0.446851,0.698789,0.081282,1,0.251938,0.977238,0.920629,1,0.573989,1,0,0.207594,0.935503,0,0.8715,0.849869,0.6225,360,13,2,373,370,373,4,4,9,0,0,False,False
374,drift,recurse,44,22,0.604374,0.473182,0.767433,0.080997,0,0.294251,0.958661,0.937642,1,0.610533,1,1,0.207594,0.933991,0.004907,0.8715,0.837121,0.6225,360,14,2,374,371,374,4,4,9,0,0,False,False
375,drift,close,44,22,0.578117,0.502565,0.430816,0.080716,2,0.147301,0.95989,0.936662,1,0.607943,1,0,0.206987,0.93559,0,0.8715,0.839185,0.6225,361,14,2,375,372,375,4,4,9,0,0,False,False
376,drift,close,44,22,0.600558,0.520708,0.472572,0.08044,2,0.127987,0.961082,0.935715,1,0.605223,1,0,0.206428,0.935745,0,0.8715,0.84367,0.6225,362,14,2,376,373,376,4,4,9,0,0,False,False
377,drift,close,44,22,0.657645,0.489664,0.647443,0.080168,1,0.167981,0.962235,0.934801,1,0.603211,1,0,0.205914,0.935901,0,0.8715,0.842352,0.6225,363,14,2,377,374,377,4,4,9,0,0,False,False
378,drift,recurse,44,22,0.603017,0.510046,0.732101,0.0799,0,0.222055,0.943998,0.948621,0.996214,0.637582,1,1,0.205914,0.934362,0.005021,0.8715,0.829717,0.6225,363,15,2,378,374,378,4,4,9,0,0,False,False
379,drift,close,44,22,0.592377,0.447337,0.492074,0.079638,1,0.145039,0.945322,0.944417,1,0.633653,1,0,0.204321,0.935987,0,0.8715,0.832752,0.6225,364,15,2,379,374,379,4,4,9,0,0,False,False
380,drift,close,44,22,0.613396,0.468296,0.53399,0.079381,1,0.1451,0.946604,0.940344,1,0.629933,1,0,0.202855,0.936143,0,0.8715,0.835506,0.6225,365,15,2,380,374,380,4,4,9,0,0,False,False
381,drift,close,44,22,0.597492,0.420536,0.56562,0.07913,1,0.176956,0.947845,0.936396,1,0.626857,1,0,0.201507,0.9363,0,0.8715,0.833711,0.6225,366,15,2,381,374,381,4,4,9,0,0,False,False
382,drift,recurse,44,22,0.65378,0.486906,0.738533,0.078884,0,0.251626,0.929929,0.95031,0.983175,0.658255,1,1,0.201507,0.934235,0.007636,0.8715,0.821206,0.6225,366,16,2,382,374,381,4,4,9,0,0,False,False
383,drift,close,44,22,0.559538,0.484381,0.549196,0.078644,3,0.075157,0.931668,0.946072,0.98911,0.65236,1,0,0.209566,0.936332,0.003367,0.8715,0.834441,0.6225,367,16,2,383,374,381,4,4,9,0,0,False,False
384,drift,close,44,22,0.590882,0.42196,0.453839,0.078411,1,0.168922,0.933353,0.941965,0.989031,0.648084,1,0,0.207681,0.936466,0,0.8715,0.833827,0.6225,368,16,2,384,374,381,4,4,9,0,0,False,False
385,drift,recurse,44,22,0.632325,0.430823,0.338661,0.078183,0,0.293664,0.915789,0.955817,0.97161,0.68872,1,1,0.207681,0.932681,0.016221,0.8715,0.821319,0.6225,368,17,2,384,374,381,4,4,9,0,0,False,False
386,drift,close,44,22,0.635476,0.482463,0.624848,0.077963,1,0.153013,0.917946,0.951426,0.977914,0.691927,1,0,0.205946,0.93392,0.018825,0.8715,0.824034,0.6225,369,17,2,384,374,381,4,4,9,0,0,False,False
387,drift,close,44,22,0.598538,0.461096,0.635375,0.077749,1,0.174279,0.920038,0.94717,0.978202,0.695282,1,0,0.204351,0.93516,0.021429,0.8715,0.823633,0.6225,370,17,2,384,374,381,4,4,9,0,0,False,False
388,unknown,close,44,44,0.629824,0.429502,0.647721,0.070642,1,0.218219,0.922064,0.943253,0.978555,0.699095,1,0,0.202883,0.936399,0.026637,0.8715,0.811279,0.6225,371,17,2,384,374,381,4,4,10,0,0,False,False
389,drift,close,44,22,0.669436,0.467515,0.47706,0.077342,1,0.201922,0.924029,0.93925,0.978802,0.702502,1,0,0.201532,0.936519,0.029241,0.8715,0.799109,0.6225,372,17,2,384,374,381,4,4,10,0,0,False,False
390,drift,close,44,22,0.61241,0.477114,0.61626,0.077149,1,0.139146,0.925932,0.935372,0.979038,0.70487,1,0,0.200289,0.936575,0.031845,0.8715,0.805695,0.6225,373,17,2,384,374,381,4,4,10,0,0,False,False
391,drift,close,44,22,0.583917,0.461615,0.555593,0.076964,1,0.122302,0.927777,0.931614,0.97926,0.706896,1,0,0.199146,0.936632,0.034449,0.8715,0.813962,0.6225,374,17,2,384,374,381,4,4,10,0,0,False,False
392,drift,close,44,22,0.619775,0.47173,0.457901,0.076787,1,0.161874,0.929565,0.927972,0.979469,0.709386,1,0,0.198095,0.936688,0.037053,0.8715,0.816142,0.6225,375,17,2,384,374,381,4,4,10,0,0,False,False
393,drift,close,44,22,0.570406,0.471608,0.558769,0.076617,1,0.098798,0.931297,0.924444,0.979667,0.71088,1,0,0.197127,0.936744,0.039657,0.8715,0.826642,0.6225,376,17,2,384,374,381,4,4,10,0,0,False,False
394,drift,close,44,22,0.62943,0.467369,0.635817,0.076455,1,0.168447,0.932976,0.921026,0.979853,0.713286,1,0,0.196237,0.936801,0.042261,0.8715,0.826793,0.6225,377,17,2,384,374,381,4,4,10,0,0,False,False
395,drift,close,44,22,0.658454,0.458431,0.677565,0.076301,1,0.219134,0.934602,0.917714,0.980026,0.716292,1,0,0.195418,0.936857,0.044865,0.8715,0.814392,0.6225,378,17,2,384,374,381,4,4,10,0,0,False,False
396,drift,close,44,22,0.638645,0.409317,0.570311,0.076155,1,0.229328,0.936178,0.914506,0.980189,0.719303,1,0,0.194664,0.936913,0.047469,0.8715,0.802176,0.6225,379,17,2,384,374,381,4,4,10,0,0,False,False
397,drift,close,44,22,0.616178,0.477883,0.616068,0.076017,1,0.138295,0.937705,0.911397,0.980346,0.720899,1,0,0.193971,0.93697,0.050073,0.8715,0.8086,0.6225,380,17,2,384,374,381,4,4,10,0,0,False,False
398,drift,recurse,44,22,0.5732,0.454775,0.650662,0.075888,0,0.195887,0.919652,0.926628,0.96329,0.75744,1,1,0.193971,0.933098,0.066666,0.8715,0.796471,0.6225,380,18,2,384,374,381,4,4,10,0,0,False,False
399,drift,recurse,44,22,0.636088,0.44871,0.533888,0.075766,0,0.187379,0.902113,0.941436,0.946318,0.792105,0.999734,2,0.193971,0.92922,0.083288,0.8715,0.796783,0.6225,380,19,2,384,374,381,4,4,10,0,0,False,False
400,drift,close,44,22,0.638932,0.437401,0.399067,0.075653,1,0.239865,0.904027,0.937532,0.952575,0.791518,0.999507,1,0.191254,0.930496,0.085528,0.8715,0.784831,0.6225,381,19,2,384,374,381,4,4,10,0,0,False,False
401,drift,close,44,22,0.647914,0.511588,0.513619,0.075549,1,0.136325,0.905881,0.933749,0.958823,0.789522,0.999358,0,0.188753,0.931772,0.087768,0.8715,0.793082,0.6225,382,19,2,384,374,381,4,4,10,0,0,False,False
402,drift,close,44,22,0.607976,0.449362,0.483542,0.075453,1,0.158614,0.907678,0.930084,0.959063,0.787949,0.999277,0,0.186453,0.933048,0.090008,0.8715,0.797582,0.6225,383,19,2,384,374,381,4,4,10,0,0,False,False
403,drift,close,44,22,0.635024,0.468245,0.600328,0.075366,1,0.16678,0.909419,0.926532,0.959294,0.786581,0.999256,0,0.184337,0.934324,0.092248,0.8715,0.800574,0.6225,384,19,2,384,374,381,4,4,10,0,0,False,False
404,drift,recurse,44,22,0.634014,0.460475,0.737995,0.075287,0,0.27752,0.892049,0.941521,0.942488,0.816572,0.998915,1,0.184337,0.930412,0.109012,0.8715,0.788566,0.6225,384,20,2,384,374,381,4,4,10,0,0,False,False
405,drift,close,44,22,0.605343,0.48389,0.621433,0.075217,1,0.137543,0.894256,0.937634,0.949052,0.813386,0.998658,0,0.18239,0.931688,0.111252,0.8715,0.796316,0.6225,385,20,2,384,374,381,4,4,10,0,0,False,False
406,drift,close,44,22,0.620759,0.421061,0.452027,0.075155,1,0.199698,0.896395,0.933868,0.949594,0.811241,0.99844,0,0.180599,0.932964,0.113492,0.8715,0.784372,0.6225,386,20,2,384,374,381,4,4,10,0,0,False,False
407,drift,close,44,22,0.623757,0.428075,0.609465,0.075102,1,0.195682,0.898468,0.930219,0.950116,0.809158,0.998259,0,0.178951,0.93424,0.115732,0.8715,0.772606,0.6225,387,20,2,384,374,381,4,4,10,0,0,False,False
408,drift,close,44,22,0.623543,0.451606,0.588625,0.075057,1,0.171937,0.900477,0.926684,0.95062,0.806859,0.998147,0,0.177435,0.935516,0.117972,0.8715,0.77715,0.6225,388,20,2,384,374,381,4,4,10,0,0,False,False
409,drift,close,44,22,0.577075,0.481453,0.557044,0.075021,1,0.095622,0.902424,0.923258,0.951109,0.803618,0.99812,0,0.17604,0.936792,0.120212,0.8715,0.791588,0.6225,389,20,2,384,374,381,4,4,10,0,0,False,False
410,drift,close,44,22,0.639418,0.45236,0.515476,0.074994,1,0.187058,0.904311,0.919939,0.951579,0.80183,0.998094,0,0.174757,0.93702,0.122452,0.8715,0.792382,0.6225,390,20,2,384,374,381,4,4,10,0,0,False,False
411,drift,recurse,44,22,0.643926,0.496036,0.777539,0.074975,0,0.281503,0.886901,0.935373,0.934928,0.831548,0.997746,1,0.174757,0.933061,0.139416,0.8715,0.780496,0.6225,390,21,2,384,374,381,4,4,10,1,0,True,False
412,drift,close,44,22,0.597733,0.452714,0.509643,0.074964,1,0.145019,0.889251,0.931699,0.941717,0.827798,0.99748,0,0.173576,0.934337,0.141656,0.8715,0.787964,0.6225,391,21,2,384,374,381,4,4,10,2,0,True,False
413,drift,close,44,22,0.612586,0.477724,0.473893,0.074961,1,0.138693,0.891528,0.928139,0.942481,0.824159,0.997293,0,0.17249,0.935613,0.143896,0.8715,0.795614,0.6225,392,21,2,384,374,381,4,4,10,3,0,True,False
414,drift,close,44,22,0.605889,0.450222,0.466792,0.074967,1,0.155666,0.893734,0.92469,0.94322,0.82095,0.997175,0,0.171491,0.936889,0.146136,0.8715,0.800283,0.6225,393,21,2,384,374,381,4,4,10,4,0,True,False
415,drift,close,44,22,0.679336,0.473738,0.539871,0.074981,1,0.205598,0.895874,0.921348,0.943929,0.818612,0.997035,0,0.170572,0.937072,0.148376,0.8715,0.788279,0.6225,394,21,2,384,374,381,4,4,10,5,0,True,False
416,drift,recurse,44,22,0.586935,0.479174,0.676353,0.075003,0,0.197179,0.878579,0.936917,0.927365,0.846622,0.996576,1,0.170572,0.93308,0.165483,0.8715,0.776455,0.6225,394,22,2,384,374,381,4,4,10,6,0,True,False
417,drift,close,44,22,0.616888,0.454342,0.597048,0.075033,1,0.162546,0.881169,0.933217,0.934384,0.842421,0.996202,0,0.169726,0.934356,0.167723,0.8715,0.78192,0.6225,395,22,2,384,374,381,4,4,10,7,0,True,False
418,drift,close,44,22,0.599425,0.443421,0.528945,0.075071,1,0.156004,0.88368,0.929631,0.93537,0.838349,0.995908,0,0.168948,0.935632,0.169963,0.8715,0.787777,0.6225,396,22,2,384,374,381,4,4,10,8,0,True,False
419,drift,close,44,22,0.600093,0.451607,0.59983,0.075116,1,0.148486,0.886114,0.926157,0.936324,0.834388,0.995691,0,0.168232,0.936908,0.172203,0.8715,0.794121,0.6225,397,22,2,384,374,381,4,4,10,9,0,True,False
420,drift,close,44,22,0.624092,0.461368,0.444863,0.075169,1,0.179229,0.888473,0.922792,0.937243,0.831066,0.995487,0,0.167573,0.937122,0.174443,0.8715,0.795745,0.6225,398,22,2,384,374,381,4,4,10,10,0,True,False
