cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
29,True,0.978747,0.853679,0.473221,0.651314,0.373366,0.531813,0.00481,0.545282,0.476239,0.515016,0.043144,0.023886,0.010053,0.921184,0.0,0
30,True,0.98489,0.846264,0.471983,0.645186,0.372988,0.540737,0.007628,0.537363,0.480081,0.523688,0.042252,0.022638,0.008042,0.921557,0.0,0
31,True,0.988703,0.844862,0.470031,0.643374,0.372646,0.549647,0.008091,0.539455,0.473896,0.497523,0.042514,0.02075,0.006434,0.921857,0.0,0
32,True,0.991558,0.851181,0.466823,0.646957,0.372347,0.558537,0.006036,0.54063,0.471009,0.506683,0.043216,0.017966,0.005147,0.922086,0.0,0
33,True,0.992601,0.850262,0.470829,0.647792,0.372051,0.567456,0.00626,0.540027,0.473149,0.480436,0.043462,0.019112,0.004118,0.922347,0.0,0
34,True,0.998555,0.837145,0.4705,0.637675,0.371782,0.576359,0.010466,0.538912,0.475222,0.498197,0.043282,0.017678,0.003294,0.922568,0.0,0
35,True,0.997928,0.846264,0.475514,0.64653,0.37151,0.585284,0.007915,0.537945,0.476437,0.478816,0.042872,0.019175,0.002635,0.922778,0.0,0
36,True,1,0.838003,0.475915,0.640369,0.371262,0.594221,0.010074,0.537566,0.464154,0.490289,0.043965,0.017971,0.002108,0.922977,0.0,0
37,True,1,0.8416,0.480525,0.644865,0.371014,0.603195,0.008815,0.543804,0.472848,0.482386,0.044566,0.019087,0.001687,0.923174,0.0,0
38,True,1,0.848372,0.493816,0.655127,0.37075,0.612216,0.006855,0.532935,0.48012,0.467271,0.044424,0.02191,0.006489,0.923431,0.0,0
39,True,1,0.848121,0.496327,0.655892,0.370492,0.621253,0.006892,0.5338,0.466759,0.475243,0.044472,0.022348,0.005191,0.923703,0.0,0
40,True,1,0.839742,0.522301,0.659227,0.37019,0.630448,0.008086,0.539737,0.477837,0.445775,0.047743,0.028041,0.016978,0.924079,0.0,0
41,True,1,0.832617,0.541571,0.660854,0.369861,0.639739,0.009673,0.528624,0.474608,0.445243,0.049155,0.032007,0.025328,0.924511,0.0,0
42,True,1,0.833502,0.54275,0.661999,0.369541,0.649036,0.009681,0.527959,0.464373,0.459313,0.048544,0.032686,0.022286,0.92493,0.0,0
43,True,0.998322,0.83354,0.557627,0.667609,0.369204,0.658414,0.008928,0.533752,0.475405,0.449982,0.049859,0.035753,0.027998,0.925395,0.0,0
44,True,1,0.831108,0.572629,0.671272,0.368854,0.667858,0.009542,0.522938,0.470947,0.441304,0.05068,0.038537,0.034256,0.925905,0.0,0
45,True,0.999394,0.833768,0.572957,0.673543,0.368528,0.677245,0.009707,0.512711,0.472113,0.458984,0.048005,0.037822,0.032656,0.926379,0.0,0
46,True,0.99964,0.8284,0.591703,0.676195,0.368176,0.686756,0.010146,0.526459,0.466659,0.430723,0.050852,0.041744,0.040499,0.926913,0.2,0
47,True,1,0.825406,0.59314,0.674285,0.367844,0.696237,0.011846,0.520428,0.475144,0.458139,0.049174,0.04145,0.039201,0.927419,0.2,0
48,True,0.999491,0.822108,0.612256,0.678662,0.367497,0.705789,0.012376,0.515,0.477711,0.433759,0.050071,0.044411,0.048942,0.927953,0.2,0
49,True,1,0.821885,0.617444,0.680397,0.367159,0.715351,0.012629,0.52226,0.476072,0.450093,0.049719,0.045064,0.049545,0.928476,0.2,0
50,True,0.997904,0.836694,0.617179,0.692557,0.366843,0.724878,0.008846,0.518504,0.476896,0.457663,0.04807,0.04436,0.047329,0.928966,0.0,0
51,True,1,0.840866,0.617637,0.696184,0.366554,0.734339,0.009036,0.510751,0.483631,0.461624,0.045313,0.043129,0.046666,0.929444,0.0,0
52,True,1,0.837304,0.617182,0.693063,0.36629,0.743744,0.010976,0.498773,0.469762,0.450058,0.043002,0.04188,0.045215,0.929879,0.0,0
53,True,1,0.837009,0.620835,0.694195,0.366036,0.753161,0.011125,0.51196,0.469382,0.446999,0.043057,0.042131,0.045125,0.930288,0.0,0
54,True,1,0.82919,0.627097,0.690047,0.365786,0.762602,0.013279,0.517689,0.477066,0.450429,0.043378,0.042805,0.046754,0.930695,0.0,0
55,True,1,0.833835,0.635135,0.696928,0.365545,0.772033,0.01256,0.501595,0.479177,0.445839,0.042261,0.043049,0.050739,0.931075,0.0,0
56,True,1,0.827842,0.64305,0.694868,0.365313,0.781455,0.014622,0.498979,0.479357,0.44433,0.041212,0.0433,0.054602,0.931453,0.0,0
57,True,1,0.833313,0.636196,0.69689,0.365116,0.790783,0.014551,0.503035,0.481914,0.46753,0.038054,0.04073,0.049435,0.93175,0.0,0
58,True,1,0.850897,0.623434,0.706709,0.364968,0.799973,0.011005,0.496912,0.480042,0.476069,0.033706,0.036765,0.041138,0.931958,0.0,0
59,True,1,0.860103,0.619849,0.712967,0.364854,0.809053,0.009664,0.490404,0.492914,0.474311,0.029871,0.034046,0.039347,0.932132,0.0,0
60,True,0.998491,0.857739,0.624995,0.712994,0.364751,0.818105,0.010864,0.48874,0.481855,0.455227,0.028516,0.03349,0.042129,0.9323,0.0,0
61,True,1,0.870553,0.620708,0.721966,0.364677,0.827069,0.008445,0.490662,0.486826,0.472798,0.025527,0.031034,0.039315,0.932403,0.0,1
62,True,1,0.87537,0.612053,0.722551,0.364638,0.835927,0.008336,0.489522,0.49455,0.483864,0.022214,0.027833,0.033715,0.932458,0.0,1
63,True,1,0.873457,0.601072,0.716656,0.364639,0.844679,0.010278,0.486771,0.496244,0.490739,0.019352,0.024044,0.026972,0.932436,0.0,1
64,True,1,0.887751,0.593197,0.725238,0.364668,0.853359,0.00667,0.489629,0.476076,0.486702,0.017495,0.021217,0.021578,0.932343,0.0,1
65,True,1,0.89982,0.586765,0.732493,0.364722,0.861958,0.004265,0.48594,0.491615,0.491063,0.015027,0.018567,0.017262,0.932229,0.0,1
66,True,1,0.905934,0.596208,0.74132,0.364766,0.87059,0.002077,0.485648,0.493037,0.513556,0.015671,0.019357,0.022017,0.932154,0.0,1
67,True,1,0.897574,0.611197,0.740533,0.364786,0.879306,0.003542,0.474459,0.486061,0.515725,0.017802,0.021612,0.02948,0.932144,0.0,1
68,True,1,0.898014,0.620176,0.744525,0.364793,0.888069,0.003096,0.474232,0.485924,0.50988,0.018876,0.022759,0.033166,0.932146,0.0,1
69,True,1,0.89294,0.627113,0.743105,0.364791,0.896872,0.004148,0.474066,0.48806,0.510149,0.019808,0.023645,0.035368,0.932169,0.2,1
70,True,1,0.902411,0.640428,0.756394,0.364765,0.905766,0.000329,0.481543,0.499276,0.531051,0.022183,0.026024,0.041004,0.93223,0.2,1
71,True,1,0.897754,0.643487,0.753727,0.364734,0.914699,0.001423,0.479914,0.5044,0.522455,0.023295,0.026622,0.040026,0.932332,0.2,1
72,True,1,0.89229,0.672638,0.760844,0.364647,0.923836,0.000697,0.481656,0.505217,0.561662,0.028703,0.032447,0.054599,0.932538,0.2,1
73,True,1,0.887527,0.688899,0.763277,0.364534,0.933067,0.001288,0.482013,0.497017,0.542705,0.03082,0.035351,0.061954,0.932801,0.0,1
74,True,1,0.869693,0.698774,0.751804,0.3644,0.942408,0.005173,0.473821,0.510947,0.54653,0.033997,0.037982,0.063797,0.933102,0.0,1
75,True,0.999334,0.860303,0.70957,0.747867,0.364246,0.951855,0.006672,0.474107,0.510604,0.549143,0.036882,0.040615,0.066453,0.933414,0.0,1
76,True,1,0.847837,0.703874,0.734858,0.364105,0.961308,0.010285,0.467894,0.511124,0.525944,0.037209,0.04003,0.05909,0.933692,0.0,1
77,True,1,0.848868,0.715837,0.74032,0.363954,0.970799,0.009981,0.486775,0.502431,0.545715,0.037584,0.041581,0.064586,0.933962,0.0,1
78,True,1,0.839573,0.735275,0.739558,0.36377,0.980436,0.011101,0.479143,0.514635,0.567546,0.041428,0.045652,0.072833,0.934307,0.0,1
79,True,1,0.83338,0.759915,0.743343,0.363546,0.990228,0.011354,0.4842,0.511276,0.577383,0.045153,0.050411,0.084709,0.934725,0.0,1
80,True,1,0.835322,0.759056,0.744752,0.363328,1,0.010552,0.478223,0.52305,0.553869,0.046103,0.050806,0.080095,0.935135,0.0,1
81,True,0.999584,0.828952,0.77764,0.746006,0.363077,1,0.010802,0.477667,0.510162,0.575423,0.049535,0.055104,0.09018,0.935623,0.0,1
82,True,1,0.837654,0.755409,0.745457,0.362873,1,0.009585,0.481341,0.526021,0.533711,0.046903,0.051594,0.07522,0.936022,0.0,1
83,True,1,0.829108,0.752502,0.736767,0.362678,1,0.012131,0.48199,0.522513,0.553407,0.047031,0.051533,0.072534,0.936415,0.0,1
84,True,1,0.820792,0.767669,0.734979,0.362456,1,0.012975,0.465499,0.509082,0.56517,0.050526,0.055221,0.080462,0.936848,0.0,1
85,True,1,0.823883,0.764118,0.73643,0.362242,1,0.011774,0.482997,0.532414,0.563723,0.051118,0.055333,0.076893,0.937261,0.0,1
86,True,1,0.834265,0.745043,0.73855,0.362077,1,0.01031,0.48987,0.525094,0.535033,0.047336,0.051443,0.06549,0.937592,0.0,1
87,True,1,0.833035,0.737627,0.73468,0.361925,1,0.010436,0.47359,0.532287,0.550109,0.047998,0.050845,0.059521,0.93791,0.0,1
88,True,0.997191,0.828715,0.73386,0.729465,0.361779,1,0.011035,0.470061,0.530524,0.551293,0.049106,0.050867,0.055924,0.938217,0.0,1
89,True,1,0.833074,0.733464,0.733155,0.361643,1,0.010126,0.486761,0.529844,0.557607,0.048769,0.050648,0.055845,0.938504,0.0,1
90,True,0.997884,0.827051,0.715801,0.72128,0.361547,1,0.012788,0.483201,0.533916,0.534763,0.046178,0.047226,0.045015,0.93872,0.0,1
91,True,0.995504,0.829469,0.69778,0.716662,0.361502,1,0.012938,0.488984,0.53921,0.52755,0.043893,0.042498,0.036012,0.938813,0.0,1
92,True,0.995826,0.830657,0.687396,0.713807,0.361474,1,0.012479,0.48606,0.554266,0.552024,0.044177,0.041009,0.028809,0.938871,0.2,1
93,True,0.996427,0.826946,0.674904,0.705969,0.361484,1,0.014648,0.497017,0.542402,0.535288,0.041671,0.037448,0.023047,0.93886,0.2,1
94,True,0.992526,0.840285,0.660752,0.712006,0.361544,1,0.01116,0.493256,0.543272,0.518623,0.040172,0.032256,0.018438,0.938727,0.2,1
95,True,0.990291,0.844224,0.65212,0.712064,0.361628,1,0.010679,0.500641,0.545397,0.509475,0.038312,0.029636,0.01475,0.938575,0.2,1
96,True,0.994089,0.844905,0.64203,0.708802,0.361748,1,0.011402,0.496265,0.537809,0.518888,0.036401,0.025746,0.0118,0.938355,0.0,1
97,True,0.993269,0.841875,0.633403,0.702992,0.361896,1,0.012422,0.497387,0.548875,0.52175,0.036028,0.022335,0.00944,0.938068,0.0,1
98,True,1,0.8474,0.628501,0.705736,0.362053,1,0.011178,0.497682,0.54884,0.51221,0.035682,0.020755,0.007552,0.937751,0.0,1
99,True,1,0.849678,0.62291,0.705496,0.362225,1,0.010744,0.491314,0.544429,0.512831,0.035633,0.018555,0.006042,0.937412,0.0,1
100,True,1,0.859642,0.61871,0.712144,0.362405,1,0.00782,0.500829,0.550032,0.518248,0.035123,0.016963,0.004833,0.937056,0.0,1
101,True,1,0.858399,0.618736,0.711125,0.362571,1,0.00797,0.490328,0.547384,0.497225,0.035648,0.017617,0.003867,0.936748,0.0,1
102,True,1,0.867539,0.62222,0.720056,0.362719,1,0.005887,0.503106,0.541226,0.497157,0.034519,0.018651,0.005473,0.936471,0.0,1
103,True,1,0.877498,0.623112,0.728675,0.362856,1,0.003351,0.509547,0.5453,0.506115,0.033008,0.019023,0.005751,0.936228,0.0,1
104,True,1,0.873656,0.650178,0.736125,0.36293,1,0.003181,0.513428,0.547749,0.470985,0.036278,0.024705,0.021578,0.936128,0.0,1
105,True,0.998335,0.880453,0.646796,0.740512,0.362997,1,0.000933,0.507141,0.560921,0.506017,0.036337,0.025168,0.017712,0.936041,0.0,1
106,True,0.999614,0.875057,0.658588,0.740617,0.363035,1,-0.002301,0.51257,0.546752,0.486609,0.037013,0.027672,0.024554,0.936026,0.0,1
107,True,1,0.875744,0.669819,0.745625,0.363045,1,-0.001824,0.50758,0.546273,0.480193,0.03828,0.03034,0.030598,0.936053,0.0,1
108,True,1,0.872128,0.693831,0.75197,0.363001,1,-0.00118,0.517391,0.558008,0.468664,0.042111,0.035758,0.04397,0.936192,0.0,1
109,True,1,0.857017,0.717876,0.748214,0.362913,1,-0.004922,0.517481,0.534742,0.458272,0.043708,0.040249,0.058859,0.936421,0.0,1
110,True,1,0.858019,0.743779,0.75909,0.362775,1,-0.003408,0.524622,0.549522,0.457718,0.046857,0.045724,0.073849,0.936721,0.0,1
111,True,1,0.866576,0.742415,0.766128,0.362638,1,-0.001104,0.518551,0.554234,0.48704,0.046486,0.046232,0.071684,0.937033,0.0,1
112,True,1,0.864591,0.768707,0.774603,0.362458,1,-0.000925,0.522892,0.53254,0.446434,0.048451,0.051139,0.08793,0.937451,0.0,1
