cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
182,False,1,0.900845,0.377765,0.648604,0.310053,0.248261,-0.00883,0.478279,0.46157,0.0,0.010517,0.0,0.0,0.979953,0.0,1
183,False,1,0.8998,0.376791,0.647456,0.310051,0.248149,-0.009452,0.474463,0.47003,0.0,0.009665,0.0,0.0,0.979954,0.0,1
184,False,1,0.906316,0.37562,0.651667,0.310049,0.248029,-0.007954,0.470977,0.4733,0.0,0.008637,0.0,0.0,0.979956,0.2,1
185,False,1,0.915202,0.374644,0.657655,0.310047,0.247904,-0.005728,0.476304,0.478881,0.0,0.007789,0.0,0.0,0.979958,0.2,1
186,False,1,0.909612,0.374818,0.653709,0.310045,0.247785,-0.007253,0.481409,0.472231,0.0,0.007983,0.0,0.0,0.97996,0.2,1
187,False,0.999818,0.90351,0.373871,0.648939,0.310044,0.24766,-0.009118,0.478916,0.476809,0.0,0.007161,0.0,0.0,0.979961,0.2,1
188,False,1,0.905687,0.376413,0.651538,0.310042,0.247561,-0.007837,0.467442,0.491322,0.0,0.009501,0.0,0.0,0.979963,0.0,1
189,False,1,0.909168,0.377041,0.654299,0.31004,0.24747,-0.006415,0.492268,0.478486,0.0,0.010101,0.0,0.0,0.979964,0.0,1
190,False,1,0.924449,0.376473,0.665061,0.310039,0.247377,-0.002043,0.496298,0.489686,0.0,0.009612,0.0,0.0,0.979966,0.0,1
191,False,1,0.928625,0.375122,0.6675,0.310037,0.247275,-0.001427,0.483395,0.482332,0.0,0.008415,0.0,0.0,0.979967,0.0,1
192,False,1,0.932516,0.374669,0.670107,0.310036,0.247171,0.000496,0.481889,0.476189,0.0,0.008035,0.0,0.0,0.979968,0.0,1
193,False,1,0.931588,0.374631,0.669425,0.310034,0.24707,0.000835,0.472708,0.480718,0.0,0.008032,0.0,0.0,0.97997,0.0,1
194,False,1,0.931865,0.374465,0.669554,0.310033,0.246971,-0.000686,0.489672,0.496845,0.0,0.007912,0.0,0.0,0.979971,0.0,1
195,False,1,0.92965,0.375046,0.668205,0.310031,0.246879,0.001047,0.494949,0.483064,0.0,0.008468,0.0,0.0,0.979972,0.0,1
196,False,1,0.923174,0.375142,0.66359,0.31003,0.246791,0.003001,0.480374,0.489659,0.0,0.008582,0.0,0.0,0.979973,0.0,1
197,False,1,0.930424,0.374815,0.668665,0.310029,0.246702,-0.00093,0.487595,0.480943,0.0,0.008312,0.0,0.0,0.979974,0.0,1
198,False,1,0.9278,0.374034,0.666453,0.310028,0.246609,-0.002083,0.495221,0.491776,0.0,0.007631,0.0,0.0,0.979975,0.0,1
199,False,1,0.927848,0.37296,0.666039,0.310027,0.246509,-0.002543,0.495838,0.494963,0.0,0.006685,0.0,0.0,0.979976,0.0,1
200,False,1,0.928955,0.37309,0.666888,0.310026,0.246413,-0.001928,0.49529,0.487548,0.0,0.006833,0.0,0.0,0.979977,0.0,1
201,False,1,0.930614,0.373475,0.66824,0.310025,0.246323,-0.001331,0.49301,0.502536,0.0,0.00721,0.0,0.0,0.979978,0.0,1
202,False,1,0.927771,0.37278,0.665909,0.310024,0.246229,-0.002406,0.500583,0.503489,0.0,0.006607,0.0,0.0,0.979979,0.0,1
203,False,1,0.922693,0.372694,0.662228,0.310023,0.246137,-0.003772,0.50076,0.507006,0.0,0.006557,0.0,0.0,0.97998,0.0,1
204,False,1,0.915556,0.372886,0.657185,0.310022,0.24605,-0.006067,0.509908,0.501909,0.0,0.006759,0.0,0.0,0.979981,0.0,1
205,False,1,0.917626,0.371983,0.658298,0.310021,0.245957,-0.005739,0.507977,0.506881,0.0,0.005966,0.0,0.0,0.979981,0.0,1
206,False,1,0.919188,0.373264,0.659949,0.31002,0.245878,-0.004771,0.512206,0.497744,0.0,0.007155,0.0,0.0,0.979982,0.0,1
207,False,1,0.915953,0.372347,0.657248,0.310019,0.245793,-0.005925,0.502896,0.50428,0.0,0.006347,0.0,0.0,0.979983,0.2,1
208,False,1,0.923158,0.372351,0.662419,0.310018,0.24571,-0.003976,0.509499,0.516055,0.0,0.006377,0.0,0.0,0.979984,0.2,1
209,False,1,0.923552,0.373483,0.663173,0.310018,0.24564,-0.003404,0.517464,0.503586,0.0,0.007427,0.0,0.0,0.979984,0.2,1
210,False,1,0.933618,0.372772,0.670102,0.310017,0.245565,-0.000765,0.512563,0.509587,0.0,0.006804,0.0,0.0,0.979985,0.2,1
211,False,1,0.927181,0.371852,0.665098,0.310016,0.245484,-0.00295,0.519016,0.518013,0.0,0.005992,0.0,0.0,0.979985,0.0,1
212,False,1,0.91815,0.374464,0.659699,0.310016,0.245429,-0.004594,0.535117,0.512039,0.0,0.008384,0.0,0.0,0.979986,0.0,1
213,False,1,0.90804,0.374259,0.652351,0.310015,0.245373,-0.007535,0.526955,0.519783,0.0,0.008214,0.0,0.0,0.979987,0.0,1
214,False,1,0.915657,0.375529,0.658347,0.310014,0.24533,-0.005018,0.52897,0.512414,0.0,0.009382,0.0,0.0,0.979987,0.0,1
215,False,1,0.90641,0.376432,0.652067,0.310014,0.245297,-0.007111,0.536952,0.521633,0.0,0.010213,0.0,0.0,0.979988,0.0,1
216,False,1,0.910573,0.376289,0.655002,0.310013,0.245263,-0.006155,0.526897,0.536253,0.0,0.010093,0.0,0.0,0.979988,0.0,1
217,False,1,0.903929,0.374732,0.64959,0.310013,0.245216,-0.008803,0.525778,0.525868,0.0,0.008693,0.0,0.0,0.979989,0.0,1
218,False,1,0.916847,0.373627,0.658417,0.310012,0.245161,-0.005267,0.52892,0.530553,0.0,0.007704,0.0,0.0,0.979989,0.0,1
219,False,1,0.910413,0.37249,0.653331,0.310012,0.245097,-0.007375,0.529919,0.529456,0.0,0.006691,0.0,0.0,0.97999,0.0,1
220,False,1,0.925184,0.374577,0.6648,0.310011,0.245053,-0.002389,0.540513,0.520176,0.0,0.008601,0.0,0.0,0.97999,0.0,1
221,False,1,0.929321,0.376843,0.66872,0.310011,0.245031,-0.000305,0.549064,0.525701,0.0,0.010668,0.0,0.0,0.97999,0.0,1
222,False,1,0.929106,0.376159,0.66828,0.31001,0.245003,-0.000724,0.536882,0.530589,0.0,0.010055,0.0,0.0,0.979991,0.0,1
223,False,1,0.927936,0.375432,0.667134,0.31001,0.24497,0.001226,0.537593,0.542996,0.0,0.009404,0.0,0.0,0.979991,0.0,1
224,False,1,0.928488,0.374969,0.667337,0.31001,0.244933,-0.001107,0.536941,0.54342,0.0,0.008994,0.0,0.0,0.979991,0.0,1
225,False,1,0.929988,0.375867,0.668792,0.310009,0.244906,0.000299,0.548003,0.533116,0.0,0.009819,0.0,0.0,0.979992,0.0,1
226,False,1,0.93184,0.375539,0.669986,0.310009,0.244876,0.000311,0.549688,0.541934,0.0,0.00953,0.0,0.0,0.979992,0.0,1
227,False,1,0.927414,0.375318,0.666712,0.310009,0.244845,-0.001408,0.531946,0.540109,0.0,0.009339,0.0,0.0,0.979992,0.0,1
228,False,1,0.931845,0.373881,0.669294,0.310008,0.244802,-0.000573,0.541713,0.54161,0.0,0.008046,0.0,0.0,0.979993,0.0,1
229,False,1,0.912401,0.37626,0.656306,0.310008,0.244782,-0.005458,0.532623,0.556157,0.0,0.010214,0.0,0.0,0.979993,0.0,1
230,False,1,0.920546,0.375767,0.66196,0.310008,0.244758,-0.003343,0.54629,0.553362,0.0,0.009774,0.0,0.0,0.979993,0.2,1
231,False,0.998478,0.919699,0.374484,0.66082,0.310007,0.244723,-0.003646,0.550115,0.548597,0.0,0.008618,0.0,0.0,0.979994,0.2,1
232,False,1,0.909016,0.37392,0.652913,0.310007,0.244684,-0.007238,0.539663,0.534623,0.0,0.008117,0.0,0.0,0.979994,0.2,1
233,False,1,0.904583,0.372963,0.64934,0.310007,0.244638,-0.008886,0.552495,0.550489,0.0,0.007262,0.0,0.0,0.979994,0.2,1
234,False,1,0.910205,0.372511,0.65319,0.310006,0.244589,-0.007719,0.534013,0.538448,0.0,0.006866,0.0,0.0,0.979994,0.0,1
235,False,1,0.909449,0.372194,0.652518,0.310006,0.244538,-0.007996,0.542419,0.547336,0.0,0.006593,0.0,0.0,0.979995,0.0,1
236,False,1,0.918705,0.371219,0.658756,0.310006,0.24448,-0.005333,0.545875,0.545483,0.0,0.005725,0.0,0.0,0.979995,0.0,1
237,False,1,0.907471,0.373673,0.651703,0.310006,0.244446,-0.008022,0.547308,0.569043,0.0,0.007966,0.0,0.0,0.979995,0.0,1
238,False,1,0.898387,0.373411,0.645073,0.310005,0.24441,-0.010614,0.540138,0.54648,0.0,0.007739,0.0,0.0,0.979995,0.0,1
239,False,1,0.903909,0.375156,0.649748,0.310005,0.244391,-0.008478,0.541246,0.560361,0.0,0.009332,0.0,0.0,0.979995,0.0,1
240,False,1,0.887904,0.375583,0.638414,0.310005,0.244376,-0.012843,0.53943,0.551563,0.0,0.009724,0.0,0.0,0.979996,0.0,1
241,False,1,0.877961,0.377558,0.632045,0.310005,0.244379,-0.015219,0.539397,0.56194,0.0,0.011518,0.0,0.0,0.979996,0.0,1
242,False,1,0.874446,0.380172,0.630543,0.310005,0.244405,-0.015303,0.527517,0.555951,0.0,0.013887,0.0,0.0,0.979996,0.0,1
243,False,1,0.876556,0.382019,0.632793,0.310004,0.244446,-0.013971,0.528707,0.554493,0.0,0.015552,0.0,0.0,0.979996,0.0,1
244,False,1,0.877742,0.381327,0.633376,0.310004,0.244481,-0.013805,0.548984,0.537995,0.0,0.014914,0.0,0.0,0.979996,0.0,1
245,False,1,0.872934,0.380562,0.629606,0.310004,0.244507,-0.015601,0.536713,0.546595,0.0,0.014209,0.0,0.0,0.979996,0.0,1
246,False,1,0.878705,0.382058,0.63436,0.310004,0.244546,-0.013392,0.536631,0.560468,0.0,0.015557,0.0,0.0,0.979997,0.0,1
247,False,1,0.875832,0.382648,0.632519,0.310004,0.244589,-0.013903,0.522082,0.541377,0.0,0.01608,0.0,0.0,0.979997,0.0,1
248,False,1,0.872381,0.382772,0.630075,0.310004,0.244632,-0.014992,0.534531,0.55132,0.0,0.01618,0.0,0.0,0.979997,0.0,1
249,False,0.99957,0.863643,0.385207,0.62471,0.310003,0.244696,-0.016304,0.520201,0.552053,0.0,0.018374,0.0,0.0,0.979997,0.0,1
250,False,1,0.868547,0.384125,0.627834,0.310003,0.244748,-0.01561,0.53233,0.543562,0.0,0.017374,0.0,0.0,0.979997,0.0,1
251,False,1,0.875456,0.386016,0.633574,0.310003,0.244815,-0.012798,0.518409,0.547912,0.0,0.019072,0.0,0.0,0.979997,0.0,1
252,False,1,0.884159,0.385507,0.639669,0.310003,0.244876,-0.010366,0.527656,0.543288,0.0,0.018591,0.0,0.0,0.979997,0.0,1
253,False,1,0.902929,0.384442,0.652817,0.310003,0.244926,-0.005067,0.528973,0.540542,0.0,0.017607,0.0,0.0,0.979997,0.2,1
254,False,1,0.902988,0.385598,0.653329,0.310003,0.244984,-0.004781,0.51582,0.540804,0.0,0.01864,0.0,0.0,0.979997,0.2,1
255,False,1,0.88252,0.387997,0.639473,0.310003,0.245062,-0.009893,0.520738,0.55478,0.0,0.020796,0.0,0.0,0.979998,0.2,1
256,False,1,0.890222,0.38811,0.645099,0.310003,0.245139,-0.007588,0.51982,0.541185,0.0,0.020876,0.0,0.0,0.979998,0.2,1
257,False,1,0.888594,0.38752,0.643683,0.310003,0.245209,-0.008381,0.517422,0.534308,0.0,0.020317,0.0,0.0,0.979998,0.0,1
258,False,1,0.889557,0.388976,0.644964,0.310002,0.24529,-0.007534,0.507341,0.536936,0.0,0.021616,0.0,0.0,0.979998,0.0,1
259,False,1,0.893059,0.388261,0.647215,0.310002,0.245362,-0.006731,0.509498,0.52631,0.0,0.020944,0.0,0.0,0.979998,0.0,1
260,False,1,0.900159,0.391475,0.653663,0.310002,0.24546,-0.003485,0.501276,0.542874,0.0,0.023835,0.0,0.0,0.979998,0.0,1
