cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
87,False,1,0.875191,0.418484,0.646169,0.312581,0.257813,0.001952,0.480233,0.53551,0.0,0.045112,0.0,0.0,0.977706,0.0,1
88,False,1,0.867718,0.42277,0.642325,0.312478,0.257845,0.002559,0.470949,0.543669,0.0,0.048978,0.0,0.0,0.977797,0.0,1
89,False,1,0.862641,0.424503,0.639239,0.312379,0.257892,0.003407,0.478716,0.538695,0.0,0.050518,0.0,0.0,0.977885,0.0,1
90,False,1,0.861456,0.427282,0.639439,0.312284,0.257961,0.002796,0.485349,0.553615,0.0,0.053002,0.0,0.0,0.97797,0.0,1
91,False,1,0.863426,0.424625,0.639868,0.312192,0.258005,0.003216,0.492444,0.527959,0.0,0.050554,0.0,0.0,0.978051,0.0,1
92,False,1,0.86154,0.424665,0.638486,0.312105,0.258048,0.0037,0.486252,0.53684,0.0,0.050559,0.0,0.0,0.978129,0.2,1
93,False,1,0.866867,0.421515,0.641205,0.312021,0.258061,0.003322,0.501574,0.531523,0.0,0.047673,0.0,0.0,0.978204,0.2,1
94,False,1,0.86967,0.422503,0.643666,0.31194,0.258083,0.002097,0.492978,0.546897,0.0,0.048548,0.0,0.0,0.978276,0.2,1
95,False,1,0.862284,0.420311,0.637348,0.311862,0.258085,0.005004,0.492505,0.5267,0.0,0.046538,0.0,0.0,0.978345,0.2,1
96,False,1,0.871178,0.416933,0.642598,0.311788,0.258056,0.003869,0.50727,0.531825,0.0,0.043461,0.0,0.0,0.978411,0.0,1
97,False,1,0.870651,0.418255,0.642727,0.311716,0.25804,0.003473,0.497444,0.54942,0.0,0.044653,0.0,0.0,0.978475,0.0,1
98,False,1,0.86422,0.417441,0.637664,0.311647,0.258017,0.005841,0.503161,0.542475,0.0,0.043905,0.0,0.0,0.978536,0.0,1
99,False,1,0.859761,0.41601,0.63382,0.311582,0.257982,0.007481,0.513097,0.547688,0.0,0.042602,0.0,0.0,0.978594,0.0,1
100,False,1,0.86338,0.415264,0.636198,0.311518,0.257942,0.006846,0.506407,0.544161,0.0,0.041923,0.0,0.0,0.97865,0.0,1
101,False,1,0.857517,0.413241,0.631096,0.311458,0.257884,0.009195,0.50749,0.536308,0.0,0.040088,0.0,0.0,0.978704,0.0,1
102,False,1,0.856992,0.412751,0.630522,0.311399,0.257823,0.009671,0.517079,0.554036,0.0,0.03965,0.0,0.0,0.978756,0.0,1
103,False,1,0.849102,0.415077,0.625605,0.311343,0.257785,0.010849,0.506794,0.561545,0.0,0.041764,0.0,0.0,0.978806,0.0,1
104,False,1,0.848146,0.41634,0.625383,0.31129,0.257759,0.010889,0.508426,0.558369,0.0,0.042909,0.0,0.0,0.978854,0.0,1
105,False,1,0.843184,0.418084,0.622386,0.311238,0.257749,0.011522,0.498999,0.553181,0.0,0.044487,0.0,0.0,0.9789,0.0,1
106,False,1,0.844152,0.416337,0.622437,0.311188,0.257723,0.012097,0.520523,0.553646,0.0,0.042896,0.0,0.0,0.978944,0.0,1
107,False,1,0.848674,0.416335,0.625771,0.311141,0.257698,0.010731,0.518746,0.561613,0.0,0.042892,0.0,0.0,0.978986,0.0,1
108,False,1,0.856846,0.415188,0.631354,0.311095,0.257664,0.008557,0.516636,0.552089,0.0,0.041851,0.0,0.0,0.979026,0.0,1
109,False,1,0.87017,0.413613,0.640555,0.311051,0.257616,0.005432,0.519162,0.550821,0.0,0.040424,0.0,0.0,0.979065,0.0,1
110,False,1,0.870544,0.411372,0.639952,0.311009,0.25755,0.005933,0.52206,0.548014,0.0,0.038398,0.0,0.0,0.979103,0.0,1
111,False,1,0.873619,0.407756,0.640791,0.310969,0.257454,0.006751,0.529556,0.544628,0.0,0.035132,0.0,0.0,0.979139,0.0,1
112,False,1,0.876472,0.406745,0.642485,0.31093,0.257352,0.006093,0.518446,0.547179,0.0,0.034237,0.0,0.0,0.979173,0.0,1
113,False,1,0.880615,0.40168,0.643514,0.310893,0.257207,0.00666,0.538142,0.536531,0.0,0.029669,0.0,0.0,0.979206,0.0,1
114,False,1,0.884771,0.401391,0.646437,0.310857,0.257064,0.005692,0.521472,0.549529,0.0,0.029443,0.0,0.0,0.979238,0.0,1
115,False,1,0.889774,0.397986,0.648728,0.310823,0.256895,0.005369,0.546459,0.55411,0.0,0.026392,0.0,0.0,0.979268,0.2,1
116,False,1,0.895597,0.395008,0.651774,0.31079,0.256704,0.004734,0.542004,0.549435,0.0,0.023738,0.0,0.0,0.979298,0.2,1
