cycle,use_mercury,stability,adaptive_score,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
42,True,1,0.83,0.358694,0.718224,-0.008791,0.5301,0.46888,0.45782,0.04864,0.031119,0.020524,0.923191,0.0,0
43,True,1,0.83,0.358113,0.731373,-0.009731,0.530269,0.456863,0.452762,0.049186,0.032475,0.01806,0.92367,0.0,0
44,True,0.999691,0.830052,0.357547,0.744486,-0.010432,0.519379,0.480359,0.458094,0.047687,0.033777,0.023354,0.924155,0.0,0
45,True,0.996724,0.830546,0.356935,0.757882,-0.005223,0.525818,0.470062,0.441662,0.049202,0.036927,0.030043,0.924716,0.0,0
46,True,1,0.83,0.356331,0.771303,-0.006399,0.517102,0.47461,0.449341,0.048477,0.03827,0.034142,0.925278,0.2,0
47,True,1,0.83,0.355643,0.785183,-0.007238,0.531782,0.481167,0.435126,0.05135,0.042901,0.04573,0.925908,0.2,0
48,True,0.997888,0.830355,0.354964,0.799113,-0.010317,0.506701,0.464667,0.433047,0.050945,0.044264,0.049232,0.926525,0.2,0
49,True,0.999482,0.830088,0.354305,0.813069,-0.009721,0.523634,0.46831,0.448477,0.050794,0.044716,0.047319,0.927132,0.2,0
50,True,1,0.83,0.353693,0.826924,-0.008224,0.519397,0.469268,0.453275,0.049586,0.044204,0.044252,0.927717,0.0,0
51,True,1,0.83,0.353155,0.840545,-0.007836,0.511786,0.464545,0.45589,0.047368,0.042534,0.038864,0.928251,0.0,0
52,True,0.999313,0.830116,0.35262,0.854179,-0.009415,0.499125,0.487035,0.437729,0.046209,0.044328,0.050814,0.928792,0.0,0
53,True,1,0.83,0.352079,0.8679,-0.010039,0.508635,0.480281,0.439344,0.046206,0.045838,0.057026,0.929341,0.0,0
54,True,0.999669,0.830056,0.351659,0.881174,-0.010887,0.497949,0.461583,0.46,0.042443,0.042188,0.046254,0.929793,0.0,0
55,True,1,0.83,0.351256,0.894432,-0.007918,0.504375,0.478384,0.446279,0.041775,0.042596,0.049845,0.930254,0.0,0
56,True,1,0.83,0.350909,0.907488,-0.008227,0.504826,0.483403,0.459759,0.039663,0.041442,0.049334,0.930675,0.0,0
57,True,1,0.83,0.350636,0.920268,-0.008457,0.509861,0.484906,0.471063,0.03718,0.039325,0.045004,0.931037,0.0,0
58,True,0.99762,0.830399,0.350469,0.932578,-0.006368,0.491652,0.488897,0.472776,0.032752,0.036269,0.042452,0.931338,0.0,0
59,True,1,0.83,0.350384,0.944531,-0.005908,0.492562,0.48624,0.470877,0.029459,0.033785,0.040107,0.931581,0.0,0
60,True,1,0.83,0.350343,0.956277,-0.007351,0.485708,0.486901,0.460855,0.027282,0.032618,0.042026,0.931784,0.0,0
61,True,1,0.83,0.354388,0.967634,-0.012643,0.490406,0.493283,0.480674,0.023884,0.029615,0.037514,0.931888,0.0,1
62,True,1,0.83,0.358373,0.978538,-0.007931,0.488794,0.485299,0.484275,0.020128,0.025857,0.030421,0.931942,0.0,1
63,True,1,0.83,0.36226,0.989194,-0.01083,0.480727,0.495769,0.480915,0.01831,0.023264,0.024337,0.931924,0.0,1
64,True,1,0.83,0.366024,0.999717,-0.010248,0.491416,0.4854,0.503018,0.017128,0.022053,0.02411,0.931886,0.0,1
65,True,1,0.83,0.369667,1,-0.011488,0.479408,0.484971,0.496398,0.016084,0.020954,0.023859,0.93182,0.0,1
66,True,1,0.83,0.373176,1,-0.013535,0.491625,0.489676,0.508841,0.015489,0.020567,0.025974,0.931737,0.0,1
67,True,1,0.83,0.376531,1,-0.015374,0.478354,0.496957,0.509974,0.016495,0.020813,0.025986,0.93165,0.0,1
68,True,1,0.83,0.379669,1,-0.017242,0.475098,0.484237,0.523536,0.019339,0.02404,0.036508,0.931619,0.0,1
69,True,1,0.83,0.382655,1,-0.019837,0.480551,0.502497,0.520894,0.020699,0.024787,0.036565,0.931589,0.2,1
70,True,1,0.83,0.385485,1,-0.018422,0.477657,0.50815,0.524971,0.022651,0.025806,0.035981,0.931589,0.2,1
71,True,1,0.83,0.388141,1,-0.018863,0.485047,0.508784,0.538715,0.025014,0.028045,0.040757,0.931631,0.2,1
72,True,1,0.83,0.390625,1,-0.018579,0.474177,0.503433,0.533604,0.027642,0.030391,0.044674,0.931721,0.2,1
73,True,1,0.83,0.393013,1,-0.020874,0.483994,0.51045,0.526061,0.027715,0.030173,0.041984,0.931789,0.0,1
74,True,1,0.83,0.395287,1,-0.019146,0.483496,0.516002,0.533282,0.0287,0.030644,0.040499,0.931874,0.0,1
75,True,1,0.83,0.397382,1,-0.01843,0.480481,0.504106,0.547975,0.031634,0.034149,0.049947,0.932031,0.0,1
76,True,1,0.83,0.399299,1,-0.018255,0.478271,0.509677,0.553548,0.034973,0.037709,0.057506,0.932254,0.0,1
77,True,1,0.83,0.401094,1,-0.022198,0.476498,0.50837,0.542697,0.036622,0.039466,0.059736,0.932482,0.0,1
78,True,1,0.83,0.402703,1,-0.023098,0.470113,0.509646,0.559614,0.04077,0.043704,0.067776,0.93278,0.0,1
79,True,1,0.83,0.404181,1,-0.024369,0.478735,0.51725,0.559974,0.04318,0.046263,0.07131,0.933112,0.0,1
80,True,1,0.83,0.405554,1,-0.020948,0.472843,0.529669,0.557078,0.045516,0.047601,0.068011,0.933479,0.0,1
81,True,1,0.83,0.406824,1,-0.018997,0.463868,0.516394,0.549705,0.047623,0.049277,0.067733,0.933879,0.0,1
82,True,1,0.83,0.408107,1,-0.016782,0.473841,0.5232,0.528629,0.045626,0.046593,0.056358,0.934224,0.0,1
83,True,0.998567,0.830242,0.40923,1,-0.015156,0.478123,0.515956,0.575305,0.049075,0.051027,0.068826,0.934656,0.0,1
84,True,1,0.83,0.410259,1,-0.012866,0.464693,0.531629,0.559383,0.051604,0.052455,0.066163,0.935115,0.0,1
85,True,1,0.83,0.411269,1,-0.015511,0.476377,0.522255,0.546346,0.050712,0.051695,0.062567,0.935527,0.0,1
86,True,1,0.83,0.412244,1,-0.00781,0.480183,0.530916,0.555144,0.050579,0.051401,0.059745,0.935964,0.0,1
87,True,1,0.83,0.413129,1,-0.008947,0.478455,0.530609,0.569929,0.052452,0.053361,0.063524,0.936419,0.0,1
88,True,1,0.83,0.41409,1,-0.010883,0.48615,0.533462,0.531953,0.048688,0.048991,0.050819,0.936759,0.0,1
89,True,1,0.83,0.415046,1,-0.011157,0.486464,0.535967,0.550514,0.04761,0.047634,0.046474,0.937058,0.0,1
90,True,1,0.83,0.416016,1,-0.014587,0.479936,0.534019,0.538884,0.046114,0.045432,0.039125,0.937282,0.0,1
91,True,1,0.83,0.417041,1,-0.01273,0.482317,0.531753,0.523329,0.043746,0.041353,0.0313,0.937428,0.0,1
92,True,1,0.83,0.418102,1,-0.015176,0.489082,0.546127,0.5314,0.042717,0.037495,0.02504,0.937477,0.2,1
93,True,1,0.83,0.419218,1,-0.015286,0.495722,0.543,0.524177,0.040701,0.03292,0.020032,0.937432,0.2,1
94,True,1,0.83,0.42035,1,-0.016809,0.495961,0.544801,0.534086,0.039236,0.03023,0.016026,0.937325,0.2,1
95,True,1,0.83,0.421506,1,-0.014337,0.494914,0.537455,0.525797,0.037278,0.027343,0.012821,0.93718,0.2,1
