cycle,use_mercury,stability,adaptive_score,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
212,False,1,0.83,0.328724,0.24077,-0.020616,0.526315,0.51187,0.0,0.008276,0.0,0.0,0.979986,0.0,1
213,False,1,0.83,0.32873,0.2407,-0.019347,0.522829,0.526336,0.0,0.007608,0.0,0.0,0.979987,0.0,1
214,False,1,0.83,0.328736,0.240634,-0.023388,0.520481,0.529779,0.0,0.007845,0.0,0.0,0.979987,0.0,1
215,False,1,0.83,0.328742,0.24056,-0.021712,0.52971,0.531136,0.0,0.006946,0.0,0.0,0.979988,0.0,1
216,False,1,0.83,0.328748,0.240484,-0.0245,0.527222,0.524148,0.0,0.006404,0.0,0.0,0.979988,0.0,1
217,False,1,0.83,0.328753,0.240415,-0.02712,0.535714,0.524751,0.0,0.007043,0.0,0.0,0.979989,0.0,1
218,False,1,0.83,0.328758,0.240381,-0.023759,0.54256,0.51219,0.0,0.010308,0.0,0.0,0.979989,0.0,1
219,False,1,0.83,0.328763,0.240341,-0.024216,0.53212,0.525628,0.0,0.009774,0.0,0.0,0.97999,0.0,1
220,False,1,0.83,0.328768,0.240291,-0.022572,0.530687,0.531915,0.0,0.008578,0.0,0.0,0.97999,0.0,1
221,False,1,0.83,0.328772,0.24024,-0.020352,0.539328,0.532805,0.0,0.00829,0.0,0.0,0.97999,0.0,1
222,False,1,0.83,0.328777,0.240198,-0.020522,0.535887,0.52155,0.0,0.009137,0.0,0.0,0.979991,0.0,1
223,False,1,0.83,0.328781,0.240158,-0.019518,0.542273,0.532455,0.0,0.009232,0.0,0.0,0.979991,0.0,1
224,False,1,0.83,0.328785,0.24012,-0.018698,0.542205,0.532444,0.0,0.009306,0.0,0.0,0.979991,0.0,1
225,False,1,0.83,0.328789,0.240078,-0.022225,0.541248,0.546905,0.0,0.008795,0.0,0.0,0.979992,0.0,1
226,False,1,0.83,0.328793,0.240037,-0.021991,0.534106,0.543268,0.0,0.008847,0.0,0.0,0.979992,0.0,1
227,False,1,0.83,0.328796,0.239993,-0.021944,0.545028,0.539392,0.0,0.008397,0.0,0.0,0.979992,0.0,1
228,False,1,0.83,0.328799,0.239949,-0.026336,0.54741,0.540085,0.0,0.008247,0.0,0.0,0.979993,0.0,1
229,False,1,0.83,0.328803,0.239898,-0.021716,0.548298,0.551015,0.0,0.007473,0.0,0.0,0.979993,0.0,1
230,False,1,0.83,0.328806,0.239842,-0.019401,0.545495,0.548776,0.0,0.006886,0.0,0.0,0.979993,0.2,1
231,False,1,0.83,0.328809,0.239797,-0.019994,0.551749,0.538517,0.0,0.007774,0.0,0.0,0.979994,0.2,1
232,False,1,0.83,0.328812,0.239756,-0.018474,0.550935,0.541279,0.0,0.008038,0.0,0.0,0.979994,0.2,1
233,False,1,0.83,0.328815,0.239726,-0.019286,0.556535,0.540218,0.0,0.009197,0.0,0.0,0.979994,0.2,1
234,False,1,0.83,0.328817,0.239688,-0.019883,0.549204,0.551484,0.0,0.008229,0.0,0.0,0.979994,0.0,1
235,False,1,0.83,0.32882,0.239643,-0.020929,0.546356,0.544371,0.0,0.007354,0.0,0.0,0.979995,0.0,1
236,False,1,0.83,0.328822,0.239599,-0.023677,0.541032,0.548412,0.0,0.007358,0.0,0.0,0.979995,0.0,1
237,False,1,0.83,0.328824,0.23956,-0.018043,0.551474,0.562587,0.0,0.007884,0.0,0.0,0.979995,0.0,1
238,False,1,0.83,0.328827,0.239527,-0.020808,0.53992,0.550138,0.0,0.00821,0.0,0.0,0.979995,0.0,1
239,False,1,0.83,0.328829,0.239483,-0.022467,0.545997,0.54574,0.0,0.007097,0.0,0.0,0.979995,0.0,1
240,False,1,0.83,0.328831,0.239436,-0.022212,0.538175,0.542228,0.0,0.006671,0.0,0.0,0.979996,0.0,1
241,False,1,0.83,0.328833,0.239398,-0.021406,0.54693,0.559389,0.0,0.007481,0.0,0.0,0.979996,0.0,1
242,False,1,0.83,0.328835,0.239367,-0.021422,0.536143,0.548582,0.0,0.008175,0.0,0.0,0.979996,0.0,1
243,False,1,0.83,0.328837,0.239349,-0.022908,0.521502,0.53806,0.0,0.009349,0.0,0.0,0.979996,0.0,1
244,False,1,0.83,0.328838,0.239336,-0.018149,0.533236,0.545608,0.0,0.009772,0.0,0.0,0.979996,0.0,1
245,False,1,0.83,0.32884,0.239344,-0.015267,0.527605,0.553267,0.0,0.011997,0.0,0.0,0.979996,0.0,1
246,False,1,0.83,0.328842,0.239353,-0.017234,0.534587,0.546948,0.0,0.012048,0.0,0.0,0.979997,0.0,1
247,False,1,0.83,0.328843,0.239383,-0.015716,0.523476,0.550632,0.0,0.014163,0.0,0.0,0.979997,0.0,1
248,False,1,0.83,0.328845,0.239409,-0.015849,0.526281,0.538938,0.0,0.013952,0.0,0.0,0.979997,0.0,1
249,False,1,0.83,0.328846,0.239449,-0.016977,0.522613,0.546628,0.0,0.015361,0.0,0.0,0.979997,0.0,1
250,False,1,0.83,0.328848,0.23949,-0.01649,0.522248,0.539912,0.0,0.015683,0.0,0.0,0.979997,0.0,1
251,False,1,0.83,0.328849,0.239561,-0.015994,0.519018,0.556659,0.0,0.018757,0.0,0.0,0.979997,0.0,1
252,False,1,0.83,0.32885,0.239621,-0.013084,0.521694,0.534013,0.0,0.017856,0.0,0.0,0.979997,0.0,1
253,False,1,0.83,0.328851,0.239698,-0.008365,0.517957,0.549311,0.0,0.019746,0.0,0.0,0.979997,0.2,1
254,False,1,0.83,0.328853,0.239768,-0.007221,0.533191,0.549206,0.0,0.019224,0.0,0.0,0.979997,0.2,1
255,False,1,0.83,0.328854,0.239852,-0.004585,0.513247,0.543748,0.0,0.020802,0.0,0.0,0.979998,0.2,1
256,False,1,0.83,0.328855,0.239942,-0.005418,0.517611,0.545091,0.0,0.021737,0.0,0.0,0.979998,0.2,1
257,False,1,0.83,0.328856,0.240055,-0.00738,0.503026,0.542501,0.0,0.02422,0.0,0.0,0.979998,0.0,1
258,False,1,0.83,0.328857,0.240174,-0.004023,0.50362,0.534373,0.0,0.025135,0.0,0.0,0.979998,0.0,1
259,False,1,0.83,0.328858,0.240301,-0.000436,0.504154,0.538109,0.0,0.02637,0.0,0.0,0.979998,0.0,1
260,False,1,0.83,0.328859,0.240435,-0.00104,0.507933,0.540783,0.0,0.027277,0.0,0.0,0.979998,0.0,1
