cycle,use_mercury,stability,adaptive_score,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
180,False,1,0.83,0.328294,0.243753,-0.002986,0.481411,0.460403,0.0,0.013866,0.0,0.0,0.979948,0.0,1
181,False,1,0.83,0.328317,0.243658,-0.005128,0.474864,0.469131,0.0,0.012727,0.0,0.0,0.979951,0.0,1
182,False,1,0.83,0.32834,0.243571,-0.006166,0.464411,0.480678,0.0,0.013223,0.0,0.0,0.979953,0.0,1
183,False,1,0.83,0.328362,0.243488,-0.007295,0.485133,0.470322,0.0,0.013445,0.0,0.0,0.979954,0.0,1
184,False,1,0.83,0.328383,0.243418,-0.007609,0.48503,0.463194,0.0,0.01462,0.0,0.0,0.979956,0.2,1
185,False,1,0.83,0.328403,0.243333,-0.007172,0.474516,0.476313,0.0,0.012825,0.0,0.0,0.979958,0.2,1
186,False,1,0.83,0.328423,0.243258,-0.007652,0.48002,0.460982,0.0,0.013694,0.0,0.0,0.97996,0.2,1
187,False,1,0.83,0.328441,0.243183,-0.003496,0.483336,0.471297,0.0,0.013463,0.0,0.0,0.979961,0.2,1
188,False,1,0.83,0.328459,0.243109,-0.009195,0.477433,0.491015,0.0,0.013479,0.0,0.0,0.979963,0.0,1
189,False,1,0.83,0.328476,0.243027,-0.009369,0.476379,0.481663,0.0,0.012332,0.0,0.0,0.979964,0.0,1
190,False,1,0.83,0.328492,0.242938,-0.008484,0.483992,0.477615,0.0,0.011498,0.0,0.0,0.979966,0.0,1
191,False,1,0.83,0.328508,0.242839,-0.009787,0.482753,0.48109,0.0,0.010121,0.0,0.0,0.979967,0.0,1
192,False,1,0.83,0.328523,0.242735,-0.011321,0.478496,0.473252,0.0,0.009439,0.0,0.0,0.979968,0.0,1
193,False,1,0.83,0.328538,0.242625,-0.006485,0.483669,0.480216,0.0,0.008601,0.0,0.0,0.97997,0.0,1
194,False,1,0.83,0.328551,0.242528,-0.011681,0.485145,0.469416,0.0,0.009599,0.0,0.0,0.979971,0.0,1
195,False,1,0.83,0.328565,0.242428,-0.015607,0.488384,0.482793,0.0,0.009038,0.0,0.0,0.979972,0.0,1
196,False,1,0.83,0.328577,0.242325,-0.01519,0.482656,0.477698,0.0,0.008466,0.0,0.0,0.979973,0.0,1
197,False,1,0.83,0.32859,0.242216,-0.012991,0.496394,0.498585,0.0,0.007588,0.0,0.0,0.979974,0.0,1
198,False,1,0.83,0.328601,0.24211,-0.01604,0.501171,0.493188,0.0,0.007643,0.0,0.0,0.979975,0.0,1
199,False,1,0.83,0.328613,0.241999,-0.017464,0.496574,0.494671,0.0,0.00684,0.0,0.0,0.979976,0.0,1
200,False,1,0.83,0.328624,0.241892,-0.018358,0.493228,0.501168,0.0,0.006994,0.0,0.0,0.979977,0.0,1
201,False,1,0.83,0.328634,0.241782,-0.020205,0.507553,0.504948,0.0,0.006379,0.0,0.0,0.979978,0.0,1
202,False,1,0.83,0.328644,0.241672,-0.018621,0.501781,0.497273,0.0,0.006117,0.0,0.0,0.979979,0.0,1
203,False,1,0.83,0.328654,0.24157,-0.017462,0.509115,0.51905,0.0,0.006652,0.0,0.0,0.97998,0.0,1
204,False,1,0.83,0.328663,0.24147,-0.020932,0.507807,0.501969,0.0,0.006538,0.0,0.0,0.979981,0.0,1
205,False,1,0.83,0.328671,0.241375,-0.023996,0.517327,0.50821,0.0,0.006899,0.0,0.0,0.979981,0.0,1
206,False,1,0.83,0.32868,0.241277,-0.023353,0.505674,0.503389,0.0,0.006253,0.0,0.0,0.979982,0.0,1
207,False,1,0.83,0.328688,0.241177,-0.026256,0.506362,0.510016,0.0,0.005889,0.0,0.0,0.979983,0.2,1
208,False,1,0.83,0.328696,0.241084,-0.022766,0.520791,0.512269,0.0,0.006258,0.0,0.0,0.979984,0.2,1
209,False,1,0.83,0.328703,0.240994,-0.021253,0.519334,0.512453,0.0,0.006345,0.0,0.0,0.979984,0.2,1
210,False,1,0.83,0.32871,0.240912,-0.018593,0.51375,0.502864,0.0,0.006981,0.0,0.0,0.979985,0.2,1
211,False,1,0.83,0.328717,0.240835,-0.018739,0.521571,0.512511,0.0,0.007272,0.0,0.0,0.979985,0.0,1
